"Rep","Acceptance","Likelihood1","Likelihood2","LikelihoodDelta","TruePeak","TrueGamma","TruePhi","TruePsi","Cases","TreeSize","PercentTrajCaptured","GammaMean","GammaLower95","GappaUpper95","PhiMean","PhiLower95","PhiUpper95","PsiMean","PsiLower95","PsiUpper95","GammaCalibration1","PhiCalibration1","PsiCalibration1","GammaCalibration2","PhiCalibration2","PsiCalibration2","RunTime","Batch","LikelihoodDelta_Percent","Epidemic_Length"
177,0.476499999999999,-212.156298266196,-211.420569053063,0.735729213132686,1133,0.178148069,0.024748341,0.000998085,907,37,0.448979591836735,0.194244628933338,0.144263666887827,0.25444005930638,0.0284625290773103,0.0175519996476132,0.0399939581855148,0.00104100838419174,0.000595586246248885,0.00167371516753151,0.684210526315789,0.631578947368421,0.631578947368421,0.578947368421053,0.526315789473684,0.894736842105263,333709146792,3,0.00347993204458754,113
178,0.392,-477.112401166477,-478.389561289518,1.27716012304069,2989,0.095468103,0.024812438,0.001071541,1914,83,0.229166666666667,0.146460667528258,0.106774942509358,0.207669184983015,0.0262305690632236,0.0180826532820586,0.0351687090294698,0.00111583226265446,0.000809728979816978,0.00154951716217194,0,0.894736842105263,0.842105263157894,0.0526315789473684,0.736842105263158,0.842105263157894,496508670542,3,0.00266970733976312,113
179,0.485000000000001,-167.320139861706,-166.440578950081,0.879560911625362,1049,0.176805553,0.021946806,0.000795026,753,27,0.73469387755102,0.170583694714598,0.108335707482873,0.24394472966695,0.0221803080337045,0.0127358272962129,0.0331196368840452,0.000902174232719303,0.00039766166858798,0.00155686114381542,0.578947368421053,0.894736842105263,0.631578947368421,0.894736842105263,1,0.736842105263158,304689520542,3,0.00528453407921131,106
180,0.441,-295.619907030646,-296.223540490574,0.603633459928687,2433,0.110060166,0.025548434,0.000790247,1722,53,0.363636363636364,0.164940065110101,0.116063752855092,0.249322182518446,0.0289723126015217,0.0212678291586743,0.0391066629101227,0.000837957829342845,0.000499213973095803,0.00113896115673187,0,0.631578947368421,0.894736842105263,0.157894736842105,0.473684210526316,0.789473684210526,408050237750,3,0.00203776330175857,106
182,0.506500000000001,-569.795741921035,-570.516167960335,0.72042603930015,2220,0.106489521,0.036806443,0.00159241,2253,98,0.214285714285714,0.203443430596933,0.141820380000142,0.2774741809889,0.0248217108782088,0.0178433763281952,0.0308408949444672,0.00108398115072158,0.00072617141448157,0.00147048622785856,0,0,0,0,0,0,460474208666,3,0.00126276182825066,113
183,0.632,-125.850787098887,-125.867787138897,0.0170000400099184,714,0.199149655,0.008679806,0.000702258,248,20,0.571428571428571,0.184941939707637,0.130748365425305,0.25524129295156,0.0118739959541325,0.00579538511848245,0.0181025331513414,0.000778197133918903,0.000402949786698498,0.00126092783554594,0.421052631578947,0.31578947368421,0.736842105263158,0.684210526315789,0.31578947368421,0.789473684210526,257401418917,3,0.000135062674861826,113
184,0.3585,-541.340767581801,-539.611544908402,1.72922267339959,3062,0.100364596,0.017502853,0.00118219,1366,92,0.223404255319149,0.165049547371013,0.127534327649161,0.219791773923687,0.0125909483445739,0.00475235381752922,0.0175441212070253,0.00084894912167077,0.000288607969563901,0.00122090070801718,0,0.105263157894737,0.210526315789474,0,0.157894736842105,0.157894736842105,507103893917,3,0.0032045694531853,113
185,0.303000000000001,-1176.08336471167,-1177.02255824091,0.939193529240811,2911,0.085800701,0.030262329,0.002395584,2437,193,0.22,0.139248903237234,0.0924067392863136,0.191224122494809,0.0216341690810477,0.0165514008716212,0.026753256468331,0.00159444420536232,0.00120574779770098,0.00197078964747952,0,0,0,0,0,0,638664263000,3,0.000797940126690912,113
186,0.5715,-224.585920114291,-223.936803095136,0.649117019155057,380,0.236929063,0.037524822,0.002394347,597,38,0.575757575757576,0.261901526455083,0.181485794989086,0.347537603235506,0.0268550320512136,0.0171510967902431,0.0368382149021274,0.00137728574760301,0.000872220804223785,0.00204534932980445,0.421052631578947,0,0,0.578947368421053,0,0,313795852500,3,0.00289866163213596,113
187,0.251000000000001,-1494.42533818918,-1487.18564436516,7.23969382401788,4188,0.065826431,0.030502167,0.002378538,3058,239,0.27,0.181870895491611,0.119931678389661,0.248759350700299,0.0223991849381335,0.0150858568940441,0.0294709998228636,0.00155821760475864,0.00076793745521087,0.00206995935514256,0,0,0,0,0,0,813343082000,3,0.00486804983052959,113
188,0.46,-666.172868666726,-667.272367644572,1.09949897784509,2130,0.12044526,0.028927478,0.001918565,1694,112,0.306930693069307,0.180213788997594,0.113582226330083,0.251376881477336,0.0276383612563514,0.021204334065219,0.0343292590404511,0.00157835887298059,0.00101769198586217,0.00203524451398433,0.0526315789473684,0.473684210526316,0.263157894736842,0.105263157894737,0.736842105263158,0.157894736842105,486272332291,3,0.00164775139981631,113
190,0.311,-342.219332398278,-344.670159720273,2.45082732199518,766,0.161925055,0.04684577,0.001938756,1387,57,0.425742574257426,0.264737652287157,0.177518895531127,0.35400734379573,0.0360057887830955,0.0209632229642589,0.046994409412798,0.00136737191056551,0.000770309460011382,0.00183894438526466,0,0.105263157894737,0,0,0.105263157894737,0,353863248375,3,0.0071106455052106,113
191,0.4565,-149.198405942351,-148.591590340377,0.606815601973892,2543,0.123711059,0.016944401,0.000357932,1111,23,0.322916666666667,0.142058942924522,0.106562536984529,0.189715926876333,0.0288053859498937,0.0191400646803895,0.0390619824260009,0.000771132427435472,0.000417395075483884,0.00138227545592629,0.526315789473684,0,0,0.421052631578947,0,0.105263157894737,285282145166,3,0.00408378159614461,113
192,0.5135,-215.022701407378,-214.933850359774,0.0888510476040665,895,0.198694189,0.024013341,0.001325132,658,36,0.53,0.193907449416709,0.123748881048585,0.286877694298583,0.0279255156164303,0.0182456342967238,0.0405394792910862,0.00137648303811529,0.000860029437327694,0.00203030536803695,0.631578947368421,0.368421052631579,0.789473684210526,0.947368421052631,0.526315789473684,0.894736842105263,299539134084,3,0.000413387874712802,113
196,0.4775,-425.583321918006,-425.130380249257,0.452941668749304,2672,0.116003055,0.018687462,0.001116187,1263,75,0.37,0.147182009975564,0.11442950950689,0.193677517778985,0.0190586740749471,0.0130438812585442,0.0270266962429254,0.00118323029025997,0.000596880782472448,0.00155621515233782,0.210526315789474,0.736842105263158,0.578947368421053,0.157894736842105,0.947368421052631,0.789473684210526,405397887041,3,0.00106541825706208,113
197,0.536,-160.67576147648,-160.142168257823,0.533593218657273,1619,0.152109765,0.010189156,0.000549355,491,27,0.393617021276596,0.161036145750033,0.119002416584926,0.20482198441518,0.0195245490220402,0.0088152024156565,0.0291273658776084,0.00109727945068414,0.000396117447902934,0.0016333840273924,0.789473684210526,0.105263157894737,0.0526315789473684,0.736842105263158,0.0526315789473684,0.0526315789473684,391911275709,3,0.00333199696533525,113
198,0.446,-283.177357469139,-283.122851957526,0.0545055116130015,2345,0.120570645,0.016789002,0.000733258,1129,49,0.326530612244898,0.130455984672366,0.103829375867811,0.157360644556074,0.021888966713642,0.0128765366517298,0.0308026623805569,0.00103399731278252,0.000577434637276132,0.00151797127822115,1,0.210526315789474,0.31578947368421,0.526315789473684,0.31578947368421,0.31578947368421,413029268250,3,0.000192515408898108,106
199,0.4555,-383.357969091226,-383.355030877924,0.00293821330109267,920,0.166501864,0.035846255,0.002093788,1111,65,0.371134020618557,0.25982183604528,0.191070866035243,0.339207235600365,0.0269076818866689,0.0197223206273117,0.036816221949964,0.001384190627834,0.000923676971223955,0.00180786812326046,0,0.0526315789473684,0,0,0.0526315789473684,0,341404945375,3,7.66447043713982e-06,113
201,0.597500000000001,-98.4242536939045,-97.8861393322035,0.538114361701048,242,0.2335541,0.025125017,0.001296417,260,13,1.35353535353535,0.202918038965263,0.108499303613627,0.302953364991243,0.0233582210957988,0.0119083358155902,0.0350613021129629,0.00113989591635235,0.000653194382706856,0.00173241997768399,0.421052631578947,0.684210526315789,0.421052631578947,0.526315789473684,0.789473684210526,0.631578947368421,266768415458,4,0.00549734993505883,113
202,0.4195,-298.000489149201,-298.426370246206,0.425881097004719,3835,0.074570363,0.018272914,0.000498646,1933,53,0.7,0.169204392911424,0.0906393992495106,0.270598491474924,0.0166467730429466,0.00838875096073899,0.0239026016970911,0.000443177819326867,0.000243643346109813,0.000648963709941404,0,0.684210526315789,0.842105263157894,0.0526315789473684,0.684210526315789,0.631578947368421,437120343667,4,0.00142708935759719,106
204,0.491,-342.05398282338,-342.823596776135,0.769613952755265,2695,0.105066612,0.017580603,0.000831366,1311,62,0.31578947368421,0.19471496369232,0.123175467096709,0.274376127514692,0.0185331629499952,0.0100916788605495,0.0284266347314486,0.000899223213216359,0.000386583411522658,0.00140738697448848,0,0.578947368421053,0.736842105263158,0,0.894736842105263,0.842105263157894,492043832750,4,0.00224492701200444,113
205,0.5355,-159.435278796295,-159.494545792093,0.0592669957980547,2392,0.132739074,0.009548886,0.000443959,583,27,0.835051546391753,0.157658965918226,0.102193329495594,0.226946365006796,0.0183347689765866,0.0104360062586419,0.0269997641360914,0.000851900215286782,0.000534862832539746,0.00120676189973317,1,0,0,0.526315789473684,0,0,358407523417,4,0.000371592617814727,106
206,0.456999999999999,-65.2062280432049,-65.611520931875,0.405292888670104,669,0.241981681,0.008462421,0.000341294,179,7,1.04040404040404,0.20255446098297,0.0966681172331322,0.340228079292175,0.0203176548830032,0.0104727288626979,0.0338852358156144,0.000861736651154032,0.000392439000994157,0.0012957433812587,0.31578947368421,0,0,0.631578947368421,0,0,288129079875,4,0.00617716039673768,113
207,0.352000000000001,-395.149976574504,-395.074791895196,0.0751846793085065,3215,0.091717264,0.023152362,0.000838855,1911,69,0.260416666666667,0.163353812764751,0.115865246455366,0.243046728774562,0.0226326001589971,0.0145849090498329,0.031944403502239,0.000808645466264335,0.00049367384986628,0.00120116670706439,0,0.578947368421053,0.421052631578947,0,0.947368421052631,0.894736842105263,450366851834,4,0.000190304926689555,106
211,0.523999999999999,-229.212551954,-228.479236325515,0.733315628484547,1915,0.131754065,0.031668569,0.000728533,1646,38,0.418367346938776,0.19754447678493,0.125805364075882,0.285329548838871,0.0319104308440767,0.0202634927633992,0.0441759412328897,0.00077779722519428,0.000514519308355221,0.00114894655105908,0.105263157894737,0.736842105263158,0.736842105263158,0.157894736842105,1,0.789473684210526,351684822458,4,0.0032095504181386,113
212,0.5955,-167.698931461493,-167.657359688157,0.0415717733360452,1671,0.147717186,0.009364999,0.000555782,455,27,0.494845360824742,0.151101640180036,0.099592011705852,0.22721055004269,0.0173656933035761,0.0110061896630687,0.0256654492002677,0.000901384958205101,0.000522596003836523,0.00131894114288389,0.947368421052631,0,0.105263157894737,0.947368421052631,0.0526315789473684,0.105263157894737,285093214959,4,0.000247956745909447,113
213,0.593,-112.776785944657,-113.622344948449,0.84555900379226,443,0.243583351,0.014448442,0.001032899,235,17,0.5,0.194660715464915,0.118965316153737,0.259518448460244,0.0195317087737546,0.0120635824240626,0.0251043364828449,0.00116839859302651,0.000737241721725124,0.00161483986492013,0.105263157894737,0.105263157894737,0.842105263157894,0.210526315789474,0.105263157894737,0.578947368421053,257564996292,4,0.00744183729156351,113
217,0.6175,-185.279772759964,-185.640166236569,0.360393476604543,377,0.233623922,0.037120752,0.001980741,543,29,0.494736842105263,0.234528948228717,0.161933643342013,0.313718410394764,0.0279061338501927,0.0181586182501023,0.0384979315290594,0.00114952540861395,0.000794448757778221,0.00167272086932333,0.842105263157894,0.105263157894737,0,1,0.105263157894737,0,317748055666,4,0.00194135506291929,113
219,0.608,-37.9530985534228,-37.6598504699395,0.293248083483313,370,0.257994599,0.00318745,0.000167683,56,3,1.23762376237624,0.151932945519915,0.091075694371328,0.224499947009434,0.01535790689287,0.0062444077627377,0.0268273894900775,0.00088042396931355,0.000477236015739777,0.00143896464527826,0,0,0,0,0,0,224699990084,4,0.00778675644815389,106
220,0.498,-330.733770728795,-330.616232847536,0.117537881258784,1492,0.150762358,0.030739345,0.001366123,1302,58,0.302083333333333,0.207882604297544,0.14222292612846,0.280105324377768,0.025755168350605,0.0157847031456613,0.0370573650337869,0.00110482489802274,0.000675340999683997,0.00155601712305154,0.263157894736842,0.368421052631579,0.263157894736842,0.105263157894737,0.368421052631579,0.31578947368421,395166199625,4,0.000355511525391394,113
221,0.407999999999999,-818.951591283983,-823.990047812899,5.03845652891653,2183,0.120376727,0.027002424,0.002314693,1606,138,0.34375,0.214801985041259,0.12935196532335,0.286762041127875,0.0227449629505755,0.0117418100502882,0.0329075233505561,0.00174227896499164,0.00075664070461235,0.00226328826638359,0,0.31578947368421,0.0526315789473684,0,0.421052631578947,0.105263157894737,624665754500,4,0.00611470556263392,113
222,0.493,-136.608093352266,-136.3649528578,0.243140494465734,666,0.195861381,0.026287369,0.000949139,594,21,0.857142857142857,0.25532510155238,0.145900298947193,0.339015202940414,0.0254398514072443,0.0159687665979323,0.0375098459684299,0.000813371421436813,0.000384666978934295,0.00121947722084276,0.105263157894737,0.421052631578947,0.421052631578947,0.210526315789474,0.894736842105263,0.526315789473684,306188742958,4,0.00178301307902243,113
223,0.416500000000001,-267.541210903309,-267.0863427356,0.454868167708639,2015,0.127383805,0.01331185,0.000761087,820,47,0.391752577319588,0.157350343296073,0.0942271390041654,0.238028749589949,0.0210570664223753,0.0121861705201562,0.0309586064540761,0.00109111877763896,0.000704037520934706,0.00144790071069527,0.894736842105263,0.0526315789473684,0.0526315789473684,0.473684210526316,0.0526315789473684,0.105263157894737,363548202083,4,0.00170307535402112,113
224,0.576,-92.6820229897011,-93.197897389757,0.515874400055907,854,0.191491498,0.017425611,0.000414338,499,12,0.653061224489796,0.15529715547463,0.0862560637083333,0.242692998313636,0.0254315863327715,0.012384521388676,0.0342726030649494,0.000772801894791008,0.000302489599656657,0.00130557955375512,0.263157894736842,0.157894736842105,0.31578947368421,0.421052631578947,0.210526315789474,0.210526315789474,267807819709,4,0.0055352579243124,113
225,0.289999999999998,-662.92915768489,-663.053154468505,0.123996783614643,3894,0.072888679,0.024684043,0.00112901,2504,115,0.28125,0.148049364844135,0.097953842906611,0.193005379910337,0.0250696423582302,0.0171981516761296,0.0348543832738677,0.00122094369742085,0.000722146829335155,0.0016889761479222,0,0.526315789473684,0.631578947368421,0,0.947368421052631,0.789473684210526,542894551709,4,0.000187008813364349,113
226,0.5965,-265.204041614332,-264.899324737845,0.304716876486737,946,0.179454985,0.022582958,0.001371012,736,45,0.397959183673469,0.204030099059082,0.0994844261903494,0.305418293804509,0.0244806327245543,0.0150032421423706,0.0321957472736208,0.00123507289233546,0.000752252453905174,0.001736523370047,0.947368421052631,0.894736842105263,0.631578947368421,0.684210526315789,0.684210526315789,0.631578947368421,362341422833,4,0.00115031201679467,113
228,0.5135,-135.711046502572,-135.810185643225,0.0991391406523121,3076,0.118449386,0.004389105,0.000320436,337,25,0.604166666666667,0.126128015484867,0.0896490788772249,0.173953085817182,0.0147189805407418,0.00654678086573457,0.0244298011100047,0.00101436398756593,0.000553535825029097,0.001513889048212,0.736842105263158,0,0,0.736842105263158,0,0,268563186250,4,0.000729983102392277,99
230,0.573,-162.547906512148,-161.160787961927,1.3871185502214,463,0.238897419,0.029301164,0.001399631,513,25,0.591836734693878,0.209098250947288,0.129841390271948,0.284675049842746,0.0242633000848332,0.0165966532257843,0.0330062419685752,0.00109669055636569,0.000475352973725772,0.00172633277459509,0.473684210526316,0.210526315789474,0.210526315789474,0.473684210526316,0.31578947368421,0.31578947368421,322586930542,4,0.00860704745715875,113
231,0.649,-90.1260076251385,-89.0465907679224,1.07941685721613,616,0.221651388,0.011649144,0.000664262,244,14,0.65625,0.161299790330958,0.101022789656085,0.230534911554741,0.0129439175932278,0.00542869837064418,0.0217268153118417,0.000854967089606744,0.000441304342210684,0.00132768798000684,0.0526315789473684,0.578947368421053,0.789473684210526,0.0526315789473684,0.842105263157894,0.473684210526316,291818126042,4,0.0121219335620536,113
232,0.507,-183.060593567792,-182.480742439663,0.579851128128695,1957,0.122966326,0.017873193,0.000550657,1053,32,0.448979591836735,0.137384024449364,0.0979694787188556,0.188326136252113,0.019133518950809,0.00797274323613618,0.0287818803575899,0.000566219701885978,0.000313946813245063,0.000884842545281239,1,0.684210526315789,0.842105263157894,0.631578947368421,0.842105263157894,0.947368421052631,349435967041,4,0.003177601758829,113
233,0.514999999999999,-162.180026618697,-161.798642458774,0.38138415992222,1844,0.13620519,0.019124208,0.000523035,990,27,0.811881188118812,0.199568770018055,0.11348363109766,0.297285273760357,0.0253067682059055,0.016935506851157,0.0365138731445059,0.000780483878068478,0.000318992723151228,0.00123807524165667,0.31578947368421,0.789473684210526,0.526315789473684,0.210526315789474,0.31578947368421,0.368421052631579,317302256292,4,0.0023571530275317,106
234,0.658,-90.4321588579303,-90.4336171608416,0.00145830291130267,1116,0.160037264,0.011361633,0.000344666,440,13,0.712765957446808,0.172164703634352,0.106801924458291,0.250609459759116,0.0165336324154854,0.0046606133006356,0.0267220140496961,0.000606352442210026,0.000178117568346776,0.00108934510382017,0.684210526315789,0.31578947368421,0.31578947368421,0.789473684210526,0.421052631578947,0.31578947368421,299753532583,4,1.61256726987818e-05,113
235,0.5115,-102.543686820741,-102.251060547948,0.292626272793086,3520,0.098808268,0.008565446,0.000192224,737,17,0.363636363636364,0.141639778457008,0.105740738918952,0.185311824541674,0.0213506016053005,0.0121134202088917,0.0305389491506167,0.000643902496093894,0.00034212568666814,0.00102438578443283,0,0,0,0,0,0,276902383250,4,0.00286184095524237,99
236,0.273999999999999,-261.704307975364,-263.067257185227,1.36294920986376,3480,0.083342169,0.014420123,0.00043247,1419,43,0.31,0.12169325698738,0.095664067795474,0.145926973026674,0.0198080729519354,0.0131581791679031,0.0277320339138955,0.000699510030184168,0.000440219845949404,0.00110867539195042,0,0.105263157894737,0,0,0.157894736842105,0.157894736842105,356424977292,4,0.00518099144852564,113
237,0.5795,-126.11355100123,-126.577720159634,0.464169158404502,975,0.187951604,0.020135024,0.000585754,672,20,0.888888888888889,0.161895822037451,0.0952247944572315,0.254355368288508,0.028082350880853,0.00876681454610225,0.0425839913155838,0.000896025984064478,0.000314308202906315,0.0013097092624173,0.263157894736842,0.210526315789474,0.105263157894737,0.578947368421053,0.31578947368421,0.210526315789474,299347557250,4,0.00366706840523839,106
239,0.36,-475.670480592877,-474.754833734333,0.915646858544335,5263,0.046910647,0.012482084,0.000488668,2085,82,0.76,0.147975740633694,0.0976896447068275,0.204858926103966,0.0202574413151298,0.0132683137580558,0.0296352359599398,0.000840089850575327,0.000501925782641808,0.00112631932611508,0,0.0526315789473684,0,0,0.0526315789473684,0,477345552625,4,0.00192867306129782,113
240,0.3605,-331.245179384086,-333.137888934831,1.892709550745,2652,0.105020697,0.035627162,0.000876426,2352,58,0.36734693877551,0.176946399867093,0.113914151934316,0.254382507958729,0.0348779454578815,0.0242844626623063,0.0462261640286302,0.000913343782053942,0.000567280080355437,0.00128278941878801,0,0.736842105263158,0.473684210526316,0.0526315789473684,0.947368421052631,0.894736842105263,400562656208,4,0.00568145988076202,106
241,0.565000000000001,-141.193692163907,-142.244974960044,1.05128279613609,1305,0.172424561,0.009075755,0.000580606,358,23,0.68,0.125778905739676,0.0817960222193263,0.1934395122557,0.0114961384081489,0.00483473165638308,0.0175685047969229,0.000794085729939833,0.000451920125162327,0.00128777082578757,0.0526315789473684,0.368421052631579,0.421052631578947,0.105263157894737,0.473684210526316,0.31578947368421,319007223834,4,0.00739064980278844,113
242,0.579,-195.027248050572,-194.696534693584,0.330713356987303,3019,0.092349584,0.005193168,0.000320717,518,32,0.787878787878788,0.151643308637882,0.092435581758835,0.268759559236538,0.00997777247395909,0.00393956758788498,0.0174948363916942,0.000647729235738345,0.000304166845631792,0.00101911892513134,0,0.526315789473684,0.0526315789473684,0.263157894736842,0.210526315789474,0.105263157894737,336656162042,4,0.00169860936409466,106
244,0.647000000000001,-119.811372286818,-119.287154302617,0.524217984201542,490,0.240976032,0.026046851,0.000933496,488,18,0.505050505050505,0.149302082315147,0.0915913844118721,0.226595929150302,0.0279991302755101,0.0178651744856243,0.0388749525427053,0.00106665509982062,0.000624623709667766,0.0015421190309363,0,0.736842105263158,0.789473684210526,0,0.736842105263158,0.631578947368421,304429537333,4,0.00439458873225917,113
245,0.469,-470.801418816995,-471.986636512752,1.18521769575744,1339,0.149542668,0.035206415,0.001995989,1412,80,0.28,0.183389965434006,0.107495284172257,0.298856539171433,0.0300676695550428,0.0139954712386172,0.0425209898828226,0.00149615332565139,0.000596360347719454,0.00215993001178632,0.789473684210526,0.421052631578947,0.210526315789474,0.526315789473684,0.421052631578947,0.157894736842105,473102714917,4,0.00251112553633798,113
247,0.517,-359.148453086161,-358.19776958605,0.950683500110813,1979,0.131907904,0.018510068,0.001129262,1021,62,0.375,0.151739805630336,0.0999103326984219,0.235303136223324,0.0200994487279714,0.0109761443069535,0.0327758496184056,0.00115684158087971,0.000647579952252329,0.00190957193992575,0.684210526315789,0.842105263157894,0.526315789473684,0.578947368421053,0.789473684210526,0.947368421052631,439686317000,4,0.00265407431545279,113
249,0.306,-1225.68490089814,-1225.83157799903,0.146677100889747,3289,0.070893862,0.033894967,0.002213987,3064,200,0.145833333333333,0.20676691070183,0.14731200498517,0.256510921749606,0.0229732171168832,0.0193369382487935,0.026892855780457,0.00142657944909704,0.00107899623182681,0.00171501549825142,0,0,0,0,0,0,790393184000,4,0.000119655182263434,113
251,0.476,-105.673621909173,-105.73076563432,0.0571437251469433,546,0.207741561,0.03924418,0.000701252,711,13,0.854166666666667,0.24003354264177,0.170232997337044,0.317401879749607,0.0250155931382927,0.0117929444463814,0.0383170945944239,0.000661748415729547,0.000272694693395578,0.00107789167407859,0.421052631578947,0,0.526315789473684,0.368421052631579,0,0.894736842105263,299628066125,4,0.000540464497765771,113
254,0.4945,-228.483502885936,-227.698562898663,0.784939987272566,1539,0.150108248,0.019825955,0.000940345,851,40,0.15,0.22487838695223,0.136234995995301,0.311776614468267,0.0222231292613883,0.0144816294399814,0.0334090248305746,0.00103241575722655,0.000658979907836529,0.00148453962987734,0.0526315789473684,0.894736842105263,0.842105263157894,0.105263157894737,0.631578947368421,0.684210526315789,366918941708,4,0.00344727686147892,113
256,0.6045,-107.539564530511,-107.9786932356,0.439128705089473,933,0.186817197,0.016559426,0.000486021,554,16,0.48421052631579,0.186194453578224,0.124083778268637,0.26801505864725,0.0220146718322442,0.00984938702180307,0.0319791655787798,0.000834243522953183,0.000281994396802632,0.00136988931888475,0.526315789473684,0.368421052631579,0.631578947368421,1,0.421052631578947,0.31578947368421,269721178041,4,0.00406680884840245,113
257,0.546,-331.489993708726,-330.645403731959,0.844589976767281,1596,0.134418214,0.024172708,0.001220298,1164,59,0.260416666666667,0.181310566398129,0.126403458397816,0.259851508169732,0.0232262318895131,0.0153384946961017,0.0302289288611639,0.00113867124962255,0.000608771968494036,0.00151784773617151,0.368421052631579,0.842105263157894,0.578947368421053,0.157894736842105,0.842105263157894,0.736842105263158,372629836667,4,0.0025543678128729,113
258,0.580999999999998,-193.056166025663,-192.205773483634,0.850392542028203,857,0.182454697,0.023816221,0.000900514,787,30,0.43298969072165,0.180558664065963,0.128062995985308,0.261045065055881,0.0274192086651884,0.017382656387976,0.0403543624066025,0.00102587521415572,0.000618836892423063,0.00159525423969532,0.947368421052631,0.842105263157894,0.947368421052631,1,0.578947368421053,0.631578947368421,302846759792,4,0.00442438604530582,113
260,0.443,-194.452916326438,-195.614988775216,1.16207244877762,485,0.221403714,0.034366632,0.001752007,614,31,0.282608695652174,0.223839271426126,0.157852723344849,0.288609258126173,0.0214841833320327,0.0151577091096769,0.0320859096706222,0.000906097957364137,0.000587384893912579,0.00131626100634941,0.842105263157894,0,0,0.947368421052631,0,0,313412448166,4,0.00594061046167059,113
263,0.3885,-284.178052417705,-283.829167762034,0.348884655671156,459,0.202061405,0.048359227,0.002427784,934,47,0.271739130434783,0.28651624651352,0.210834051090013,0.380032583163795,0.0298469282663779,0.0191149959580243,0.039162257902495,0.00132270951200741,0.000827339899839344,0.00182391079324024,0,0,0,0.0526315789473684,0,0,347995261042,4,0.00122920649213779,113
264,0.443,-570.472688775786,-568.271815415636,2.20087336015001,1329,0.147015057,0.028500022,0.00223243,1219,96,0.36,0.18187202345334,0.111955677501612,0.291141707257535,0.020158663453961,0.0131705641561686,0.0280930430620873,0.00140388715580442,0.000950264241668774,0.00193400732497063,0.736842105263158,0,0,0.473684210526316,0,0,465408655292,4,0.00387292366161128,113
265,0.4265,-1104.39501863101,-1102.88020955381,1.51480907719383,2360,0.092292872,0.040321678,0.002646489,2760,181,0.22,0.241314892011564,0.15424664178839,0.31691502573642,0.0275054417838686,0.0210258454455581,0.0348706982685567,0.00164894896516926,0.00125054331140493,0.0021016968462829,0,0,0,0,0,0,699230761625,4,0.00137350281931949,113
266,0.557,-53.551498640436,-53.7181131691532,0.166614528717211,203,0.291608801,0.010826307,0.000826037,77,6,1.08247422680412,0.17779008327516,0.094926890224869,0.286436680408097,0.0157906037272493,0.006868743444957,0.0277566778159057,0.00113214818232921,0.000479295576768333,0.00177792245263128,0,0.894736842105263,0.789473684210526,0,0.421052631578947,0.368421052631579,239267401875,4,0.00310164521588013,113
268,0.5075,-168.123995296246,-168.241743117463,0.117747821217733,763,0.204386006,0.02502032,0.000980862,631,25,0.676767676767677,0.229623274872477,0.156824654570578,0.322587313412649,0.030023362699554,0.020073400857257,0.0412655805135839,0.00112505601494506,0.000471724934229786,0.0015277435107857,0.789473684210526,0.368421052631579,0.421052631578947,0.578947368421053,0.368421052631579,0.578947368421053,318154518792,4,0.000699872808233591,113
269,0.272000000000001,-1225.57139816904,-1226.26861055149,0.697212382455746,4282,0.054931548,0.023798641,0.001599044,2981,200,0.193877551020408,0.166719330870124,0.122925102740921,0.222415213391897,0.0181698743008533,0.0130479317846495,0.0225159974967549,0.00118126217203683,0.000896155707427366,0.00144139921320086,0,0,0,0,0,0,816779524708,4,0.000568564159969965,113
270,0.6085,-85.6162616144933,-85.915110546845,0.298848932351717,522,0.242339304,0.009275683,0.000581695,190,12,0.89,0.148752484868858,0.0800479409292678,0.224143910471883,0.0221165238635061,0.0146294832074854,0.029533755219965,0.000986197810825192,0.000555657437967606,0.00152756819919347,0,0,0.0526315789473684,0,0,0.105263157894737,224036627500,4,0.00347842108855544,113
271,0.4395,-121.559090999688,-120.796246237648,0.76284476203972,3460,0.096787554,0.006498697,0.000212093,577,19,0.65979381443299,0.138139442105674,0.0968262757512023,0.198200383911083,0.0216205776524547,0.0133439081646751,0.0322151858961428,0.000873399158914617,0.00046936894280754,0.00124572651705643,0,0,0,0.105263157894737,0,0,267728681542,4,0.00631513632086662,113
274,0.2605,-267.356285677081,-265.340603567584,2.01568210949642,3187,0.0840237,0.020524552,0.000513281,1843,46,0.346534653465347,0.159141324738931,0.105623049697989,0.239510424146166,0.0294599486694429,0.0174244120708163,0.0378538910959054,0.00083051433638335,0.000436602899456751,0.00115080023473481,0,0.0526315789473684,0.105263157894737,0.0526315789473684,0.105263157894737,0.0526315789473684,355483946542,4,0.00759658372067815,113
276,0.3375,-392.635067782385,-391.976993766901,0.658074015484317,2140,0.099949449,0.027406108,0.00098299,1891,68,0.242105263157895,0.206019444572057,0.132978769913152,0.297496493576534,0.0252214412012087,0.0164969459600152,0.0370010510105864,0.000927328196208741,0.000663768764513586,0.00126715869533967,0,0.368421052631579,0.421052631578947,0,0.631578947368421,0.736842105263158,423946311625,4,0.0016788587747465,113
277,0.582499999999999,-286.784631903003,-286.372491752532,0.412140150470066,1042,0.191324407,0.025140877,0.001703223,768,52,0.397959183673469,0.178587760480185,0.117609072924674,0.271418096433383,0.025057178784747,0.017904831118124,0.0322818541174336,0.00145729146147306,0.00104288418262694,0.00192644111979093,0.473684210526316,0.789473684210526,0.157894736842105,0.789473684210526,1,0.31578947368421,342464530666,4,0.00143917506862431,106
