"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19"
0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.03125,0.03125,0.03125,0.046875,0.046875,0.046875,0.0625,0.0625,0.09375,0.09375
0.0210526315789474,0.0315789473684211,0.0421052631578947,0.0526315789473684,0.0526315789473684,0.136842105263158,0.126315789473684,0.168421052631579,0.242105263157895,0.294736842105263,0.357894736842105,0.357894736842105,0.410526315789474,0.421052631578947,0.473684210526316,0.515789473684211,0.557894736842105,0.589473684210526,0.68421052631579
0.025,0.025,0.025,0.075,0.125,0.25,0.3375,0.3875,0.5375,0.675,0.7875,0.8125,0.825,0.85,0.875,0.9,0.9375,0.9375,0.95
0.01,0.06,0.17,0.17,0.26,0.27,0.31,0.35,0.45,0.5,0.57,0.6,0.59,0.71,0.73,0.75,0.83,0.84,0.91
0.010989010989011,0.0549450549450549,0.0769230769230769,0.10989010989011,0.186813186813187,0.197802197802198,0.197802197802198,0.263736263736264,0.263736263736264,0.32967032967033,0.384615384615385,0.461538461538462,0.516483516483517,0.54945054945055,0.593406593406593,0.593406593406593,0.604395604395604,0.637362637362637,0.659340659340659
0.0108695652173913,0.0108695652173913,0.0108695652173913,0.0108695652173913,0.0108695652173913,0.0108695652173913,0.0108695652173913,0.0108695652173913,0.0652173913043478,0.0978260869565217,0.0217391304347826,0.0108695652173913,0.0217391304347826,0.0217391304347826,0.0434782608695652,0.119565217391304,0.152173913043478,0.195652173913043,0.326086956521739
0.0112359550561798,0.101123595505618,0.146067415730337,0.168539325842697,0.292134831460674,0.370786516853933,0.449438202247191,0.49438202247191,0.550561797752809,0.595505617977528,0.662921348314607,0.707865168539326,0.719101123595506,0.764044943820225,0.786516853932584,0.820224719101124,0.887640449438202,0.97752808988764,1
0.0116279069767442,0.0232558139534884,0.0697674418604651,0.0581395348837209,0.13953488372093,0.162790697674419,0.174418604651163,0.174418604651163,0.197674418604651,0.186046511627907,0.22093023255814,0.22093023255814,0.255813953488372,0.27906976744186,0.36046511627907,0.406976744186047,0.406976744186047,0.476744186046512,0.337209302325581
0.0116279069767442,0.0348837209302326,0.0930232558139535,0.104651162790698,0.116279069767442,0.127906976744186,0.174418604651163,0.197674418604651,0.22093023255814,0.255813953488372,0.290697674418605,0.372093023255814,0.395348837209302,0.36046511627907,0.313953488372093,0.383720930232558,0.430232558139535,0.511627906976744,0.604651162790698
0.032967032967033,0.032967032967033,0.032967032967033,0.032967032967033,0.043956043956044,0.0549450549450549,0.153846153846154,0.428571428571429,0.373626373626374,0.615384615384615,0.472527472527473,0.538461538461538,0.461538461538462,0.516483516483517,0.582417582417582,0.527472527472527,0.527472527472527,0.593406593406593,0.681318681318681
