"","Rep","True_Beta","Mean_Beta","Lower95_Beta","Upper95_Beta"
"35838",533,0.359011253558756,0.280321111984562,0.126956989548507,0.447156304502029
"29692",434,0.0998454570443206,0.139273761309012,0.0557881594074486,0.237500492887833
"8730",135,0.336786640505765,0.387620517499326,0.224090005784429,0.529589457778534
"9689",148,0.0601455021090285,0.0732997870872649,0.00066559362426398,0.157613260163432
"47872",695,0.350695931570467,0.279863618057599,0.161403618910599,0.39795311802173
"10421",157,0.169692156664024,0.218991983530329,0.0853356109531562,0.330795817488241
"36189",536,0.103507794392485,0.0993161788560876,0.0120899091422661,0.170020018127822
"40616",597,0.107006243376851,0.104449116860329,0.0193228751191471,0.179992330955487
"45732",664,0.0705547740598216,0.0944503378253526,0.0169756834143626,0.166510656324858
"45954",667,0.0904103784892525,0.0744970455944024,0.000155864304020766,0.156338400878677
"39277",576,0.0680710088154519,0.0622476731053922,0.00107850065896569,0.148620263205198
"32925",478,0.306839130360013,0.186628040487061,0.0964588506922387,0.302435535712468
"27125",398,0.298535241859021,0.296255877326721,0.186439446355707,0.422216178816949
"2301",50,0.399797806727922,0.440686880536489,0.348177523744671,0.568201016140564
"42",2,0.0372989492147325,0.0767725512959816,0.00061633581890471,0.170152917046375
"8623",133,0.199760197498379,0.0731404670613045,7.35365488840616e-05,0.180243393681241
"8743",135,0.322243057797488,0.376830922298215,0.301298357556598,0.465029786014993
"33086",480,0.173958219912871,0.210096056918363,0.129422020935968,0.320796195351528
"30383",442,0.15916412564991,0.209294336066084,0.138869635900001,0.280148443639283
"17257",257,0.317812331671776,0.321621866197083,0.234008584499834,0.415916780657467
"8235",129,0.147493974788522,0.069977853040905,0.000828165659381785,0.17079751793674
"46090",669,0.0751155724899893,0.123951341906526,0.0134553124795953,0.251895930405723
"24906",368,0.0628559965580339,0.0402091274982582,9.3956786018215e-05,0.0958739202796643
"288",7,0.435258523975698,0.519572874677207,0.284817337645937,0.685256038747732
"17130",254,0.0898220461345344,0.276378389942885,0.176511148652303,0.391547635000326
"10457",157,0.0644161966053139,0.0708772061202745,0.000192240279008556,0.170900191034554
"44621",650,0.335032491005006,0.354891885002854,0.250607694028484,0.451184050934788
"47689",691,0.334494739291335,0.413068685078454,0.307599066135705,0.53536923046997
"25937",382,0.182978713477927,0.213446657496235,0.120685702357528,0.301143474244173
"6654",106,0.285614215037335,0.221396120642657,0.123428781761896,0.332673851440463
"39229",576,0.178794457507088,0.158393193574958,0.0800313834844982,0.258393111898238
"27156",398,0.291657238690878,0.25219921984441,0.135886901673054,0.361040518970803
"47064",681,0.170175924060479,0.156658674147721,0.0815304720882651,0.239920740582005
"14961",223,0.182595249620305,0.254815218411221,0.160841054887292,0.35042829561951
"21843",326,0.157033403480526,0.0963709963915206,0.00994011659500239,0.19103354747183
"22592",337,0.288935287658539,0.369171262126593,0.204974233591127,0.553208507938577
"24845",368,0.281023346788523,0.312210744667386,0.237847615345931,0.37549680973484
"14935",223,0.323812885969557,0.391291162396373,0.269313657000466,0.52917899822512
"22329",334,0.253417527830889,0.205920100170297,0.0695722183340953,0.332621439985078
"27094",397,0.165167385307388,0.204740452735516,0.113869206996319,0.315777572265665
"41734",615,0.320163467710721,0.245462716247957,0.0976961490290196,0.36644883698079
"39255",576,0.0756920323685772,0.0731065603903779,0.000212169756891048,0.156566204866287
"46366",673,0.140857760787092,0.253757632749357,0.171061646081266,0.331864162717239
"21647",323,0.203563605341131,0.2801814327685,0.204660468072767,0.389830354051194
"39416",578,0.314762697871798,0.326384336005272,0.215722596085157,0.430327688209113
"4325",80,0.253575271870467,0.303147990128953,0.228098658977428,0.388699743806199
"5988",98,0.103630565812613,0.0996914601882541,0.0105831855167657,0.194297594325277
"28249",410,0.0143948887988667,0.101996085135111,0.029712081590398,0.17536982640901
"34385",504,0.34603957689827,0.326292402798664,0.204102559370543,0.472010351364728
"6669",106,0.221344794816994,0.150344923554874,0.0576870016709318,0.273055054686876
"34650",510,0.0389728222086818,0.091873747539369,0.00136698281448833,0.215190697177255
"38687",569,0.0715477024475293,0.0566978747871343,0.000533459734374721,0.119413273209464
"38674",569,0.0822375937967392,0.0844923267962144,0.0243876117763895,0.156394905260852
"31868",464,0.052227488793021,0.111189106638279,0.0125093597698408,0.207784990392458
"29616",431,0.0628683320610926,0.134135887723445,0.0209837402673903,0.238124604064275
"42376",623,0.00370485406854807,0.0898380784308057,0.00560482771239986,0.17691762811271
"43799",640,0.161835225074727,0.134766105708726,0.0354514375813314,0.244064127684292
"46482",675,0.221911989760137,0.291697953729563,0.2144265352338,0.367756277227232
"9684",148,0.0604816876829348,0.0724227086594445,0.000853650164537095,0.162067183017868
"3397",68,0.0986604892601495,0.117440431510521,0.00292741702855174,0.213182182735346
"45310",659,0.0194149828768853,0.113747911313516,0.0325797082503979,0.18028070675966
"20946",313,0.317648663946617,0.294396540740037,0.174989263059857,0.406036904692608
"43841",642,0.308802930572702,0.435940767485147,0.319191439474296,0.58153834119151
"6907",109,0.309654167303862,0.40558126541483,0.285744452737953,0.510020862449354
"34778",512,0.326257985893366,0.310884980704126,0.143187894645597,0.434281954955889
"48057",697,0.326405574706091,0.3719479499721,0.225866708111003,0.501565387143679
"39523",579,0.286844010055871,0.195770531655124,0.127137607942397,0.285178635356787
"45210",658,0.158798420768749,0.188264507655351,0.0887740504199903,0.303141067436645
"12009",178,0.0220909629083231,0.0530302920830949,0.00164901137082374,0.124203150228102
"40692",598,0.00707828088440528,0.0765124333973928,0.00560573556357235,0.151884292965298
"20884",312,0.161447777089155,0.146691917192392,0.0694217605331314,0.224510518499856
"11061",165,0.365618339294137,0.398683025206842,0.268357683159938,0.547221956166989
"9476",146,0.0732395979858813,0.101664878299422,0.00136063131363219,0.186702026682048
"44296",646,0.0417537448121755,0.0597720575600125,0.000213963615529639,0.138274346265437
"15376",228,0.0229555987780046,0.0563977862841536,0.000724832623838413,0.138070807161483
"24903",368,0.0632176101394686,0.0435735964677331,0.000176507438605984,0.100206619644657
"20001",300,0.015379199459318,0.0506162388155579,0.000536658160816386,0.10793540050275
"23554",348,0.158619434697566,0.194919014705723,0.122091746954711,0.272502104609771
"43738",640,0.329779878367169,0.323132429227918,0.196620435999728,0.498042274132495
"34590",510,0.302212154352958,0.427033004730776,0.300960728852656,0.572686149854513
"970",25,0.00932631955679648,0.100941968992959,0.0217398166552497,0.205100214279934
"571",14,0.264651842269464,0.324022094970397,0.231847301099426,0.442710833262362
"3056",59,0.343711217024343,0.367367960470391,0.225055994671478,0.497520094405569
"38770",571,0.0139338228737526,0.0523360745108561,0.000228867878534472,0.128377453023583
"7913",123,0.110280116161114,0.139663520857459,0.0710047891205361,0.22879647207256
"32158",468,0.282700632512638,0.399208114166889,0.256590120205166,0.559294270529785
"32461",471,0.345383022371962,0.370641111889148,0.215100981694835,0.528879426649541
"21911",329,0.241138927559988,0.340542035220764,0.262867770184665,0.417980565989277
"38849",572,0.277516233239339,0.203142850534903,0.136584655306568,0.293168028112683
"8519",132,0.0105358086744639,0.09332825510939,0.00180377609606465,0.219410763430033
"22558",337,0.331124744442083,0.338683256472519,0.0760846230713382,0.514449295724931
"3394",68,0.109808835700564,0.133880863407807,0.0296841439408853,0.239244681820216
"6257",102,0.234233362825779,0.210040038333043,0.0986712123158805,0.308723577254054
"12444",184,0.283743552543808,0.412595854609409,0.327988327582091,0.543785988350087
"43796",640,0.175453669498369,0.156736215664469,0.0535782354914005,0.270599131034254
"31849",464,0.0627078327179366,0.170619131285417,0.0705461088313083,0.260402724208565
"14253",211,0.0584947642947628,0.0966810314745214,0.00029084326695375,0.201602039199894
"40794",599,0.0421920233324072,0.219253027302125,0.140101026582656,0.310838012115703
"19016",285,0.0480141560201512,0.115700500062217,0.0183989354561402,0.218454437180041
"31526",457,0.16667308395931,0.280485464199624,0.202613616220148,0.350170717009632
"40621",597,0.098695566817758,0.101117424961565,0.0178716291987307,0.180379678302505
"8761",135,0.107060770057657,0.237327224540799,0.167872007747349,0.308951679330564
"28015",407,0.324366625013604,0.269537144606084,0.172886768082169,0.442866484303613
"22265",334,0.262337562031506,0.269840902067493,0.14483175621699,0.410167390977891
"40707",598,0.00094642969869913,0.074622185957865,0.0100597823633827,0.165668682937061
"9177",142,0.200648626278795,0.152553010562648,0.0384226520144219,0.267318601982388
"39005",574,0.319775614640296,0.313985944738054,0.198615834361319,0.429797945608919
"3555",71,0.10845595968224,0.283436888468257,0.178678467828752,0.401738940206882
"2811",56,0.1172937301459,0.142170434216521,0.0693785824652765,0.216005919599155
"6800",108,0.363529975500998,0.431630120593676,0.277645508593298,0.590415691446442
"155",4,0.394319036462702,0.366485556365143,0.265081841487688,0.475143202152459
"33869",495,0.0937479174881868,0.122728350060583,0.0307660780144792,0.228665201867487
"2890",57,0.312856209841427,0.393862935015716,0.286439880702115,0.511662009851114
"4069",77,0.168683911993065,0.222760403133045,0.140125502578737,0.335825647473926
"15550",231,0.308375203690094,0.236262389618698,0.148886206666823,0.323896594354259
"18981",285,0.382995896123309,0.435219402993529,0.295396470855459,0.563632216977694
"2088",46,0.02418274244414,0.0707668915002371,0.00103031154566682,0.159110607969411
"6193",101,0.164875816039321,0.0982541615800029,0.000511270848241108,0.210778908593095
"11687",174,0.281203355348066,0.237119931897424,0.142334367814355,0.328620960455789
"29447",430,0.340156602125719,0.418121417469575,0.263209388936385,0.594517920350323
"31782",464,0.360403120300757,0.387493863611312,0.261549346294906,0.549151731391215
"20670",308,0.283575527346824,0.305403561609543,0.21409221466584,0.398305115437042
"18976",285,0.3844032612311,0.434402365860986,0.304572470886701,0.591020044987766
"44300",646,0.0411798862476688,0.0680797882478283,5.91219759409796e-05,0.150700227426111
"4269",79,0.0119120470466751,0.084815898641477,0.000243134911082418,0.162714710706726
"40880",600,0.324925810456681,0.332581578381842,0.234822613350088,0.434416917967109
"2128",48,0.486671956320226,0.417419402824998,0.304804357136546,0.565654008680215
"33871",495,0.0917549322422012,0.121987321523081,0.033230487578057,0.220976335715406
"20963",313,0.274431785287875,0.300221998254356,0.177088260665917,0.399647939550406
"35516",525,0.0640411906512056,0.0663737824628862,7.32453305167698e-06,0.133349097566902
"39352",577,0.284231016560814,0.190550371449052,0.0550466373070159,0.307762389389595
"7709",121,0.290811546693601,0.218315725214641,0.0977651943489323,0.360975733755796
"36749",547,0.257474643047151,0.241621054988428,0.152863088853389,0.360629997293363
"25930",382,0.200124902052137,0.225946872956698,0.13456395127401,0.309266382090094
"40977",603,0.240940215694703,0.246875165969256,0.164089200664576,0.340833311062081
"24869",368,0.101604045969469,0.111280822989472,0.0505475139931021,0.18011443722681
"16974",251,0.355648283761332,0.349184071967942,0.205577195520567,0.492352456874533
"47275",684,0.145803122884667,0.103224775441254,0.00138064007350146,0.233179067903148
"45905",667,0.246144474927333,0.306799843268168,0.231815591312421,0.403181471093441
"23783",352,0.0622303836834893,0.0550617474051134,2.92511192024753e-05,0.130427075536129
"35166",517,0.345794924620078,0.306178974105173,0.180638584948386,0.462018018535123
"37372",553,0.157056912397237,0.0872764381822364,1.26208241810824e-05,0.18754451056874
"7727",121,0.232093416949699,0.179789019303748,0.0588025298040149,0.312554266256625
"32427",470,0.0119690868167488,0.0562133157935219,0.00281313606952879,0.118667805056242
"1658",38,0.463117334872035,0.479777949560533,0.373020164280245,0.578695899474958
"35587",526,0.0982834351101477,0.133151089747534,0.0402389753221142,0.227114186286163
"36766",547,0.189646824245736,0.187225010282161,0.0931247597887578,0.292125183690775
"16962",249,0.0188159306869348,0.0707550659908175,0.00329682092015032,0.150026005154144
"39279",576,0.0680538235064856,0.0626548618136667,0.00155556719968353,0.141515250755671
"1268",31,0.0603940072429582,0.0964992360308387,0.00491760486856142,0.247055067123135
"40469",595,0.373523705109359,0.368279774073761,0.257601751747279,0.456332845379812
"46450",675,0.323989445810313,0.318491206282336,0.2283911167211,0.437036653926883
"31454",455,0.0496115413222747,0.0545068483992801,0.000172157555158719,0.123443073042276
"40782",599,0.215317054537676,0.440784339673597,0.357824776611958,0.531040984392053
"8747",135,0.300540513400063,0.366842750363793,0.273979984153234,0.446118425181568
"10343",156,0.0331039920252656,0.0803330215280045,0.00196311072943072,0.137146551385276
"2565",53,0.109374484795012,0.0707907831559148,0.000521461063988134,0.15851366611584
"37297",553,0.364933857393929,0.269136410767208,0.127236485452328,0.398804774946591
"8421",131,0.160384139668537,0.158455979834575,2.40071435912276e-06,0.253290629886534
"3069",59,0.309342150692837,0.351931772653545,0.263125528836367,0.450023466070201
"25687",380,0.252527448166818,0.357083522344672,0.259913245452536,0.449227952293366
"10424",157,0.142143192145768,0.1864930053665,0.0639787987836747,0.319111506674208
"42499",625,0.331498064212973,0.354669685992543,0.20788796886085,0.501565453624296
"4658",83,0.21399926232,0.112510097767516,0.0349918332944239,0.199924760313298
"22579",337,0.319514117493885,0.394374102272124,0.23063343417919,0.549437559650598
"10264",155,0.0717117003370754,0.0599416951235629,5.760146700594e-06,0.1547026890733
"31072",450,0.222419093954098,0.205795016617593,0.123108626741473,0.292686018227754
"25231",373,0.174564758723537,0.310894932983335,0.238721943758728,0.395610163778435
"22234",333,0.25672518244847,0.318623722754669,0.191409419060741,0.454357184606842
"43648",639,0.378847119200984,0.470394496009081,0.367741688486115,0.592318660066268
"30363",442,0.267044848113882,0.304833829167456,0.221193205485182,0.381610792072744
"31353",454,0.218963531398402,0.214018190054156,0.115323799280214,0.31423533394961
"34621",510,0.050105182558466,0.137065393865844,0.00646013180995739,0.268057454657865
"2954",58,0.375157095582216,0.354062359881248,0.273281575382538,0.56498060334889
"39270",576,0.0689405854491459,0.0609413187452546,0.00143978067094014,0.142163497201153
"38585",568,0.0721534442085459,0.0703828324964387,0.00266390783888155,0.15073144573765
"11548",173,0.34770178963283,0.31130941184896,0.164346482854206,0.436277556526986
"10696",160,0.327110145886017,0.352857472953257,0.275543713672188,0.443624332602233
"21276",317,0.228280699426757,0.21278389443933,0.0893997800145367,0.348156988928257
"47952",696,0.346007412619751,0.311978204361499,0.193259793313732,0.449692858200912
"38857",572,0.236745684718518,0.158259671620552,0.085691433051548,0.238968534742552
"22037",331,0.300921354806046,0.289321957940649,0.19163040800448,0.388617099916806
"28602",415,0.169627198318113,0.166291478922983,0.103323365805099,0.236178269711093
"2783",56,0.363509871126593,0.334164208638237,0.234729561025449,0.445634672632963
"41514",613,0.329504482037426,0.359187926826747,0.201595646497154,0.551355228241741
"33794",494,0.152956081699278,0.158537538805651,0.0408637059367029,0.266088859697107
"14052",206,0.172647043617049,0.100933911883678,0.00075536949330969,0.248448634242651
"30037",439,0.314266685817287,0.292343312801968,0.194268561461364,0.395349481933156
"33375",485,0.0270530917814134,0.0760681219705196,0.0146728207048383,0.140472606333915
"12743",187,0.0261952486936928,0.124070367004124,0.0352822357833462,0.225107137340441
"18474",276,0.0373231050721719,0.10358046781509,0.00977659404319915,0.198720320552458
"2118",48,0.49523766534263,0.378210763926907,0.225575239095501,0.534964824803963
"25014",371,0.317242798032044,0.382676359113527,0.298979760978972,0.468641688849312
"43403",635,0.104560884129747,0.170650579156587,0.0129113625583099,0.275713874314914
"46858",679,0.163073694676482,0.262365933340342,0.182386419271227,0.347801977804944
"10901",163,0.323988023914991,0.381749582663091,0.270809030774571,0.507319022642417
"19867",297,0.347691628814406,0.221575667775555,0.109628147732463,0.340843776248427
"44783",651,0.0210885762448981,0.0660647742521097,0.000135690921246982,0.159870001933003
"23181",344,0.271662412800915,0.163001090750653,0.0575276151372035,0.274644694126046
"32334",469,0.238571546627334,0.232046952615954,0.134330787358376,0.356297097914252
"9566",147,0.208543484064047,0.202265523170134,0.101691498154392,0.305547717065349
"27835",405,0.112906884859235,0.236100499732195,0.139291106144583,0.32445330984931
"13711",202,0.116795923833652,0.22875340423678,0.142015447179019,0.35446734596711
"24375",363,0.292477238374515,0.343561108948942,0.220563994988883,0.461920586859936
"18375",274,0.017843645702067,0.0763783440846742,0.0028143558164655,0.189879174848863
"42601",626,0.375988766234042,0.424745269676191,0.304042176012263,0.539466108598763
"17957",268,0.272431903900667,0.305683033857226,0.206404317177019,0.407105865379821
"44330",647,0.389134099616957,0.369133118204895,0.222460166036441,0.522288548644053
"10361",156,0.0243667425075977,0.0853292516888341,0.000144061862433167,0.156023087022549
"28079",409,0.358237569279751,0.391116699446738,0.213770292506454,0.699844806641452
"42456",624,0.212817484519806,0.164237111212736,0.092805986643715,0.241418591164273
"29174",425,0.343562625581412,0.3033378365627,0.221059315829884,0.408134980775528
"16193",239,0.342839619554786,0.459633247108456,0.317790569843385,0.64184020329571
"31638",459,0.074115057655937,0.0571971372378312,0.00130429764731212,0.111296401672129
"22518",336,0.0211508881303901,0.152309457043924,0.0637534918552237,0.223166708554429
"31842",464,0.0773979015890383,0.209967372864467,0.124068207539822,0.317785826439286
"45612",663,0.0054518874042277,0.0590277536824313,0.000401020130035547,0.122257155856127
"8021",126,0.158525089698781,0.232977458299846,0.137227783114367,0.330385739931566
"33082",480,0.202795527049952,0.223833477207247,0.117854143949786,0.331818507698169
"7759",122,0.342035427454625,0.346471462637937,0.224046650687644,0.46827372635135
"21594",323,0.303515726184582,0.336105088464934,0.206091908144615,0.468599782308132
"23999",358,0.295191370686188,0.27640136705511,0.154197957591199,0.421691996873329
"3688",73,0.0623691834781778,0.0560010247255563,8.38907043126044e-05,0.142965357246536
"9133",142,0.351808426361916,0.341304064724907,0.224282803272103,0.451859550565297
"24900",368,0.0638876361570949,0.0500126373685668,0.000121842429110713,0.123634253452562
"23358",346,0.274623268374435,0.243240610025547,0.171668939457105,0.326979623947592
"24052",358,0.282961378062517,0.284674096890727,0.152925495454074,0.392814289010765
"6044",100,0.260113717929282,0.430877714138532,0.335894776481954,0.52812842307781
"17924",268,0.354229989319348,0.310282789563666,0.185039401744715,0.446192732211842
"45558",662,0.0057061941783556,0.0436863057637729,0.000156529744859218,0.104374966908634
"32212",468,0.121346121288484,0.219389732929499,0.131337421201205,0.331549539878581
"31362",454,0.173932539528098,0.186256352238296,0.094315430841857,0.308665332144704
"9217",143,0.346806849568282,0.396550330426184,0.247837872805065,0.545539458953817
"43919",642,0.014806109391327,0.139648044112196,0.052074234688469,0.234992361289481
"30874",448,0.311815979320189,0.281600342888397,0.178842003435999,0.394060149772011
"30267",441,0.329760862136484,0.368005679913769,0.246864596047916,0.490689826802139
"12633",186,0.360956907823726,0.372700382370869,0.269977084176015,0.470049826811749
"16374",240,0.0308444419813204,0.0860871142392059,0.000280051732468985,0.170467590953312
"42445",624,0.258567489060418,0.184197599356455,0.100940797677044,0.250916187497273
"32873",478,0.372265826068076,0.276211316769786,0.172391646311806,0.384244684653054
"19233",289,0.0371314999424858,0.0908068083896771,0.00372592521518573,0.176672074394333
"11052",164,0.0737058847007535,0.0991469990235478,0.000533720158620551,0.222143269694179
"18028",269,0.154216772753321,0.325788522140471,0.266583934808395,0.412087426842208
"7348",116,0.0026070963265319,0.101958186899214,0.00361242818070691,0.266074998261629
"33253",483,0.273690184026995,0.364871350607423,0.297409237481414,0.452497549446365
"42986",631,0.342576434542386,0.329968822560674,0.230604026955553,0.435715967557827
"4256",79,0.01362749788141,0.105825217924321,0.0218604042983397,0.192652385478668
"6672",106,0.209895861849113,0.138687216215628,0.0282415515083818,0.254037668591812
"3393",68,0.11449842720808,0.142154564500654,0.0373442580195448,0.251947767517305
"2968",58,0.363277613967053,0.329471846110256,0.237277080832129,0.470640091137236
"13365",197,0.0893949808569243,0.127425328811732,0.0445051510737101,0.201532659395818
"40204",588,0.210942026528581,0.313172754868945,0.227998342449242,0.422058368195608
"9937",152,0.253266884046511,0.209247467749996,0.121754916441145,0.307665960739453
"3302",67,0.0503715981087624,0.0683137981926361,0.000587933169821128,0.145584427668991
"34544",505,0.216728162184887,0.254414313216976,0.162844348743244,0.345101084373621
"33528",491,0.373355698627424,0.357867866979169,0.196027103745193,0.517759241343092
"7514",118,0.162338010893455,0.122834786500918,0.0544026609073115,0.202770760289496
"23294",345,0.0774518136628873,0.0910035573474,0.014066109650714,0.174483737549552
"38565",568,0.114571213102358,0.158094174277072,0.089879107161929,0.251652346514825
"116",4,0.415240516556926,0.300174192247462,0.170225631066164,0.410970346755524
"9718",150,0.352461120564097,0.289440840708615,0.196850434369855,0.395347391851446
"38710",571,0.389724741136032,0.428762345666331,0.277894213020063,0.615736281806432
"22244",333,0.2511491776468,0.270966355026857,0.134521591509804,0.416408013738368
"5024",87,0.000377536635042544,0.108765863981962,0.0133705006499982,0.188242969633682
"25294",374,0.321399157797624,0.29442344086525,0.185053282518688,0.422208981031701
"13926",205,0.0471083826852115,0.0814076994671128,0.000447381488518766,0.172110148372433
"20923",313,0.328383504954364,0.305830298763327,0.163637512070751,0.491951815382197
"36731",547,0.318952699102162,0.307859196566039,0.21037230021691,0.422477874294388
"20534",307,0.323922715734747,0.367814005980776,0.247874757804077,0.49793429151744
"2595",54,0.299664338905349,0.417225033358242,0.324158678848456,0.529987195633087
"28171",409,0.0213910610982208,0.0791915666799039,0.000780805628551609,0.19792834593926
"4518",82,0.18859696749942,0.2574848419653,0.174281150214073,0.351792864142605
"31470",455,0.0441820643044961,0.0634855959124288,0.000810451350878355,0.138948693908039
"18740",280,0.0742856738678386,0.0788176354059809,0.0019636069821511,0.176803505493396
"28188",410,0.320972741327685,0.40451319744105,0.279273539105922,0.500209042496633
"36741",547,0.291072705598798,0.291939178992918,0.202811482572963,0.402722770990801
"23762",352,0.071923637058548,0.0965760460295918,0.0102889003365992,0.171376324766702
"44956",654,0.149493392446713,0.149784349249995,0.0641527988743681,0.257306816621906
"20287",304,0.108752193282266,0.247134509171215,0.156168927840037,0.332189930283818
"32699",475,0.179621404289332,0.118011176961039,0.0327471717377797,0.224144383775605
"898",19,0.154475552072388,0.0942565351896337,0.00307311775634763,0.18161176887123
"3656",73,0.188824398740192,0.307316300103933,0.222033698928392,0.400672479904746
"34013",498,0.376219770554205,0.32918558735848,0.229672711742913,0.404564665216502
"46290",671,0.119218558559242,0.268382182972916,0.178174073785123,0.343763435769487
"15684",232,0.0456617148967196,0.0597420208415,0.000434732977394691,0.136356193568823
"30804",447,0.0797859748887719,0.0584150425330137,0.00048962758491914,0.13234919752624
"13264",196,0.0341024021086615,0.0574184739798399,0.00096702971517611,0.125593183923665
"25348",374,0.0852715487859239,0.177110751185959,0.108132498199325,0.240442258738187
"16192",239,0.34324792788613,0.457557694365211,0.317470756503462,0.642363499414521
"45302",659,0.0629454306306668,0.174687366650724,0.1142074184411,0.253506189483525
"13417",198,0.246091841635808,0.283901411709624,0.214298399047761,0.34696845848113
"35045",516,0.321980944101051,0.376066642438058,0.210002290063126,0.583739898852031
"48047",697,0.327707231492381,0.370837409796875,0.225435842210816,0.535840861646044
"841",19,0.459349546718882,0.298064408479201,0.131990278270038,0.444087425661627
"45492",662,0.209601889903714,0.294911172324544,0.224857720187764,0.367085745304059
"35004",515,0.150862860818615,0.076207825759861,0.00548111043662698,0.146664896132547
"16089",237,0.351864829298625,0.357329892453203,0.235496528692457,0.522177156426357
"45969",668,0.458192094302516,0.389431438370216,0.193028958824498,0.577389064886876
"38658",569,0.123907268103571,0.119902654290604,0.0538520822854169,0.176145563543528
"20969",313,0.249036085039288,0.28425427939443,0.158294296087404,0.394610986261691
"33683",492,0.0739796714123083,0.0992129989209701,0.00839582158713654,0.19351053885554
"7179",112,0.0443390516844517,0.058042454368538,0.000389399316715515,0.145086742140555
"24642",366,0.320881493886965,0.364835094710797,0.183687592114116,0.538843512925326
"39630",580,0.294877873153317,0.209815565102998,0.117672257130498,0.321949075861186
"38486",567,0.222309813204095,0.161972997059793,0.0973667127084752,0.258120563442825
"28293",412,0.352594620967632,0.375895139639034,0.28544085833263,0.454410807396422
"36316",541,0.371649129785068,0.370346318638511,0.287914644149299,0.472622648242488
"10449",157,0.0670956596958852,0.0845756296027727,0.000100629545258583,0.193238797907937
"24066",358,0.270701282958716,0.254226351346714,0.140443321695943,0.375967117303321
"42131",620,0.239870908076069,0.348425331160134,0.262582753081293,0.448551055207612
"10517",158,0.130516433673066,0.276772568003952,0.176446735485888,0.393568109338502
"34794",512,0.297564146088987,0.384871560360386,0.269235637421397,0.485618728092465
"32831",476,0.0261331692729205,0.0803592246559897,0.00216131188485197,0.15990353991245
"23499",348,0.324473502665546,0.323918658930646,0.191048664120451,0.490601677492523
"23782",352,0.062399719621598,0.0586820838472775,0.000264875559364955,0.135800830198641
"31957",465,0.145442953720638,0.151632368716903,0.0614225602766903,0.27153659155819
"11081",165,0.292409092535467,0.329871718958135,0.221113637984844,0.448243704925044
"29656",434,0.32547758865523,0.36128628425544,0.257968207014016,0.484602854697631
"6192",101,0.165483817963978,0.0999545404764833,0.00194219591062411,0.209722569627214
"40263",590,0.357196481152967,0.386852299029853,0.21576525316898,0.557120229235228
"6940",109,0.0768847317238997,0.180278082274565,0.0960359898821702,0.255797468557862
"4306",80,0.350256003356338,0.337804464384546,0.246310078847277,0.429424375842921
"37866",560,0.324624397278104,0.437941167127241,0.320859272750826,0.559984144658021
"34243",501,0.123882671663402,0.072937961299619,9.54612790749002e-05,0.187571127457499
"39175",575,0.0590055936122667,0.0559759113233825,0.000529106494246056,0.129229986970543
"6989",111,0.348534201816935,0.395537455928622,0.28084453981565,0.54146067617371
"46842",679,0.27222870622919,0.362271942691327,0.268676151465131,0.465519142108938
"12402",183,0.155331814703301,0.12173460543271,0.0372222268728527,0.231118307445072
"13066",191,0.0379349090965618,0.0547795868243248,0.000149155704941339,0.127220473957415
"9760",150,0.107612696811569,0.0707264488265976,0.000783580446894847,0.16755883336105
"28855",421,0.356786427570295,0.322646867020224,0.212808324777366,0.462815935169801
"21138",315,0.232738017711129,0.314105237474039,0.234074947181456,0.404476999181568
"128",4,0.411586597346457,0.247317473847888,0.127185016372679,0.358288525725681
"45318",659,0.00939248825693929,0.0743853996645028,0.00899358772755254,0.155237908965351
"6875",108,0.281131546232204,0.0997634039868271,0.00104157110587218,0.222288473257214
"27479",401,0.0437142830135587,0.0634357596899968,0.00228703996595058,0.146679140793985
"8087",127,0.318634290114662,0.360490227690436,0.260470516911328,0.464027993874288
"16463",241,0.0843487971539296,0.0575187436688578,8.47306585158405e-05,0.152993116611186
"10407",157,0.307967439242583,0.283529183016209,0.155475627968746,0.4065150421582
"20482",306,0.0372847697923679,0.052928318040594,0.000757615699197453,0.124484265615009
"13514",199,0.317411729067665,0.356962922197832,0.24766882044604,0.461716499686552
"2575",54,0.361904609757934,0.405891835941787,0.273609464880084,0.556729903425988
"38702",569,0.0671910876210756,0.0412284425895085,1.04770252539821e-05,0.0918220135070946
"13898",205,0.273335245113866,0.29062607437804,0.209887828471626,0.387469720492735
"1331",32,0.102801108721739,0.0912354329287348,0.000799314761681135,0.183968306238302
"32839",478,0.378099026396834,0.36630441473604,0.239079476898226,0.663271954998235
"5205",89,0.0406636103445514,0.114617605299328,0.0303269567575934,0.205958380601474
"3753",74,0.0368951500506247,0.155963477959905,0.0789439269176954,0.23857800640704
"40412",591,0.175741056597524,0.211419195071052,0.0952671982739753,0.320518877583389
"7648",119,0.0411345431446273,0.07871604142403,0.0001241687681377,0.179995100808795
"14092",207,0.32084798792368,0.398120482060322,0.315552152518048,0.516186490456897
"13763",202,0.0101053257791465,0.0834298754974352,0.000471208141086438,0.220337909031537
"23592",348,0.0898065499018794,0.0476646739561821,0.000304148672737946,0.113498707137772
"19196",289,0.289978052818672,0.324818249355928,0.225399686709336,0.42403445096906
"46736",678,0.35297266733239,0.391381113491797,0.290389119313261,0.488404399609997
"25865",382,0.280528942006007,0.316457759741841,0.195986371801858,0.476637730402944
"40690",598,0.0106631578024826,0.0849511175608223,0.00865350502508904,0.175069252098675
"12723",187,0.336384334323412,0.46164449328372,0.375860121344329,0.559380441441589
