"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
0,0,0.0412371134020619,0.020618556701031,0.0515463917525774,0.0824742268041238,0.103092783505155,0.134020618556701,0.134020618556701,0.154639175257732,0.164948453608247,0.175257731958763,0.206185567010309,0.206185567010309,0.278350515463917,0.278350515463917,0.278350515463917,0.432989690721649,0.54639175257732
0.0531914893617021,0.138297872340426,0.223404255319149,0.340425531914894,0.446808510638298,0.531914893617021,0.595744680851064,0.691489361702128,0.787234042553192,0.808510638297872,0.829787234042553,0.840425531914894,0.872340425531915,0.872340425531915,0.882978723404255,0.904255319148936,0.904255319148936,0.904255319148936,0.946808510638298
0.0208333333333333,0.0833333333333333,0.09375,0.114583333333333,0.166666666666667,0.1875,0.25,0.260416666666667,0.270833333333333,0.333333333333333,0.385416666666667,0.4375,0.5,0.53125,0.614583333333333,0.645833333333333,0.71875,0.833333333333333,0.854166666666667
0.0322580645161291,0.0322580645161291,0.0537634408602151,0.0860215053763441,0.0967741935483872,0.21505376344086,0.182795698924731,0.268817204301075,0.387096774193549,0.387096774193549,0.440860215053763,0.505376344086022,0.537634408602151,0.548387096774193,0.602150537634409,0.634408602150538,0.731182795698925,0.806451612903226,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520833333333333,0.333333333333333,0.604166666666667,0.833333333333333
0.021505376344086,0.0430107526881721,0.0860215053763441,0.129032258064516,0.150537634408602,0.182795698924731,0.21505376344086,0.204301075268817,0.268817204301075,0.279569892473118,0.365591397849462,0.397849462365591,0.462365591397849,0.473118279569893,0.516129032258065,0.526881720430107,0.559139784946237,0.612903225806451,0.709677419354839
0.0326086956521739,0.108695652173913,0.206521739130435,0.347826086956522,0.489130434782609,0.66304347826087,0.717391304347826,0.847826086956522,0.902173913043478,0.945652173913043,0.978260869565217,1,1,1,1,1,1,1,1
0,0.0416666666666667,0.0833333333333333,0.104166666666667,0.145833333333333,0.197916666666667,0.239583333333333,0.260416666666667,0.322916666666667,0.354166666666667,0.364583333333333,0.375,0.427083333333333,0.489583333333333,0.5625,0.666666666666667,0.708333333333333,0.75,0.822916666666667
0,0,0.0102040816326531,0.0102040816326531,0,0.0204081632653061,0.0306122448979592,0.0612244897959184,0.13265306122449,0.183673469387755,0.285714285714286,0.428571428571428,0.530612244897959,0.816326530612245,0.928571428571428,1,1,1,1
0.0102040816326531,0.0816326530612244,0.112244897959184,0.122448979591837,0.13265306122449,0.173469387755102,0.23469387755102,0.285714285714286,0.336734693877551,0.357142857142857,0.459183673469388,0.540816326530613,0.561224489795918,0.612244897959184,0.673469387755102,0.683673469387755,0.693877551020408,0.755102040816326,0.775510204081633
0.0714285714285715,0.204081632653061,0.326530612244898,0.428571428571429,0.540816326530612,0.612244897959184,0.76530612244898,0.846938775510204,0.928571428571429,0.969387755102041,1,1,1,1,1,1,1,1,1
0,0.0736842105263158,0.136842105263158,0.168421052631579,0.231578947368421,0.305263157894737,0.305263157894737,0.336842105263158,0.389473684210526,0.410526315789474,0.463157894736842,0.536842105263158,0.673684210526316,0.8,0.968421052631579,1,1,1,1
0.0112359550561798,0.044943820224719,0.0786516853932585,0.044943820224719,0.101123595505618,0.0561797752808989,0.0561797752808989,0.146067415730337,0.179775280898876,0.191011235955056,0.179775280898876,0.235955056179775,0.258426966292135,0.292134831460674,0.292134831460674,0.337078651685393,0.370786516853932,0.393258426966292,0.415730337078652
0,0,0.0306122448979592,0.0714285714285714,0.0918367346938776,0.122448979591837,0.183673469387755,0.193877551020408,0.26530612244898,0.295918367346939,0.336734693877551,0.448979591836735,0.540816326530613,0.775510204081633,0.908163265306123,0.989795918367347,1,1,1
0.0322580645161291,0.0645161290322581,0.139784946236559,0.182795698924731,0.236559139784946,0.268817204301075,0.344086021505376,0.419354838709677,0.516129032258065,0.612903225806451,0.580645161290323,0.666666666666667,0.709677419354839,0.731182795698925,0.752688172043011,0.752688172043011,0.774193548387097,0.795698924731183,0.817204301075269
0.0204081632653061,0.0306122448979592,0.214285714285714,0.306122448979592,0.36734693877551,0.459183673469388,0.571428571428572,0.693877551020408,0.755102040816327,0.785714285714286,0.795918367346939,0.785714285714286,0.795918367346939,0.826530612244898,0.836734693877551,0.836734693877551,0.887755102040816,0.918367346938776,0.948979591836735
0,0.043956043956044,0.131868131868132,0.175824175824176,0.263736263736264,0.318681318681319,0.340659340659341,0.395604395604395,0.439560439560439,0.516483516483517,0.571428571428572,0.604395604395605,0.626373626373627,0.637362637362638,0.67032967032967,0.67032967032967,0.692307692307692,0.703296703296703,0.747252747252747
0.0408163265306122,0.0714285714285714,0.163265306122449,0.23469387755102,0.326530612244898,0.418367346938776,0.408163265306123,0.551020408163265,0.602040816326531,0.663265306122449,0.73469387755102,0.806122448979592,0.928571428571429,0.969387755102041,0.979591836734694,1,1,1,1
0,0.0515463917525773,0.134020618556701,0.195876288659794,0.319587628865979,0.381443298969072,0.463917525773196,0.54639175257732,0.639175257731959,0.77319587628866,0.855670103092784,0.938144329896907,0.938144329896907,0.938144329896907,0.958762886597938,0.989690721649485,0.989690721649485,1,1
0,0.0104166666666667,0.0104166666666667,0.0104166666666667,0.0104166666666667,0.0208333333333334,0.03125,0.0833333333333333,0.0416666666666666,0.09375,0.104166666666667,0.177083333333333,0.21875,0.291666666666667,0.333333333333333,0.489583333333333,0.520833333333333,0.604166666666667,0.697916666666667
0.0329670329670329,0.0769230769230769,0.142857142857143,0.186813186813187,0.230769230769231,0.252747252747253,0.252747252747253,0.307692307692308,0.373626373626373,0.439560439560439,0.516483516483517,0.560439560439561,0.681318681318681,0.703296703296703,0.714285714285714,0.725274725274725,0.736263736263736,0.769230769230769,0.813186813186813
0.031578947368421,0.0421052631578947,0.063157894736842,0.115789473684211,0.0947368421052632,0.136842105263158,0.136842105263158,0.147368421052632,0.168421052631579,0.168421052631579,0.2,0.210526315789474,0.231578947368421,0.221052631578947,0.252631578947368,0.294736842105263,0.347368421052632,0.421052631578948,0.621052631578947
0.0721649484536083,0.206185567010309,0.329896907216495,0.443298969072165,0.628865979381443,0.752577319587629,0.876288659793814,0.907216494845361,0.979381443298969,1,1,1,1,1,1,1,1,1,1
0.0808080808080808,0.121212121212121,0.161616161616162,0.262626262626262,0.343434343434344,0.383838383838384,0.393939393939394,0.474747474747475,0.525252525252525,0.545454545454545,0.585858585858586,0.676767676767677,0.737373737373738,0.787878787878788,0.828282828282828,0.888888888888889,1,1,1
0.0421052631578947,0.147368421052632,0.189473684210526,0.28421052631579,0.378947368421053,0.494736842105263,0.589473684210526,0.68421052631579,0.747368421052632,0.821052631578947,0.873684210526316,0.873684210526316,0.936842105263158,0.978947368421053,1,1,1,1,1
0.0210526315789474,0.157894736842105,0.168421052631579,0.28421052631579,0.305263157894737,0.4,0.494736842105263,0.610526315789474,0.663157894736842,0.694736842105263,0.768421052631579,0.789473684210526,0.821052631578947,0.894736842105263,0.915789473684211,0.947368421052632,0.957894736842105,0.968421052631579,1
0,0.010752688172043,0.010752688172043,0.0430107526881721,0.032258064516129,0.032258064516129,0.0537634408602151,0.032258064516129,0.032258064516129,0.0860215053763441,0.129032258064516,0.118279569892473,0.150537634408602,0.236559139784946,0.268817204301075,0.311827956989247,0.333333333333333,0.419354838709677,0.505376344086021
0.0412371134020619,0.103092783505155,0.175257731958763,0.288659793814433,0.34020618556701,0.432989690721649,0.443298969072165,0.474226804123711,0.536082474226804,0.597938144329897,0.701030927835051,0.711340206185567,0.752577319587629,0.77319587628866,0.876288659793814,0.938144329896907,0.969072164948453,0.979381443298969,1
0,0.0222222222222222,0.0333333333333333,0.166666666666667,0.144444444444444,0.166666666666667,0.255555555555556,0.3,0.355555555555556,0.355555555555556,0.411111111111111,0.477777777777778,0.511111111111111,0.544444444444445,0.577777777777778,0.611111111111111,0.633333333333334,0.655555555555556,0.7
0,0.0421052631578947,0.0736842105263158,0.168421052631579,0.157894736842105,0.2,0.263157894736842,0.347368421052632,0.442105263157895,0.536842105263158,0.6,0.673684210526316,0.705263157894737,0.842105263157895,0.894736842105263,0.936842105263158,0.989473684210526,0.989473684210526,1
0.0104166666666667,0.0520833333333333,0.09375,0.145833333333333,0.145833333333333,0.239583333333333,0.28125,0.395833333333333,0.458333333333333,0.614583333333333,0.65625,0.760416666666667,0.833333333333333,0.864583333333333,0.916666666666667,0.916666666666667,0.927083333333333,0.9375,0.947916666666667
0.00999999999999999,0.02,0.05,0.0500000000000001,0.07,0.1,0.12,0.18,0.27,0.36,0.52,0.62,0.8,0.95,1,1,1,1,1
0.0104166666666667,0,0,0.0104166666666667,0.0208333333333333,0.0208333333333333,0.0416666666666667,0.03125,0.0625,0.135416666666667,0.239583333333333,0.354166666666667,0.552083333333333,0.677083333333333,0.854166666666667,0.875,0.885416666666667,0.895833333333333,0.9375
0.0103092783505155,0.0515463917525773,0.103092783505155,0.175257731958763,0.268041237113402,0.34020618556701,0.432989690721649,0.54639175257732,0.577319587628866,0.608247422680413,0.65979381443299,0.680412371134021,0.721649484536083,0.793814432989691,0.783505154639175,0.907216494845361,0.938144329896907,0.969072164948454,1
0,0.0102040816326531,0.0204081632653061,0.0102040816326531,0.0204081632653061,0.0204081632653061,0.0510204081632654,0.0612244897959183,0.0714285714285715,0.0918367346938773,0.112244897959184,0.102040816326531,0.112244897959184,0.13265306122449,0.142857142857143,0.142857142857143,0.183673469387755,0.214285714285714,0.285714285714285
0.0714285714285715,0.163265306122449,0.153061224489796,0.285714285714286,0.357142857142857,0.540816326530613,0.653061224489796,0.73469387755102,0.806122448979592,0.816326530612245,0.826530612244898,0.877551020408163,0.959183673469388,0.959183673469388,1,1,1,1,1
0.010752688172043,0.0752688172043011,0.118279569892473,0.193548387096774,0.21505376344086,0.290322580645161,0.333333333333333,0.387096774193549,0.408602150537635,0.430107526881721,0.462365591397849,0.483870967741935,0.483870967741935,0.548387096774193,0.569892473118279,0.623655913978495,0.666666666666667,0.709677419354839,0.763440860215054
0,0,0,0,0,0,0,0,0,0,0.0102040816326531,0.0204081632653061,0.0510204081632654,0.102040816326531,0.163265306122449,0.204081632653061,0.214285714285715,0.255102040816326,0.306122448979592
0.0101010101010101,0.0303030303030303,0.161616161616162,0.323232323232323,0.393939393939394,0.494949494949495,0.565656565656566,0.666666666666667,0.818181818181818,0.919191919191919,0.96969696969697,1,1,1,1,1,1,1,1
0.0217391304347826,0.0434782608695652,0.130434782608696,0.141304347826087,0.141304347826087,0.239130434782609,0.282608695652174,0.326086956521739,0.358695652173913,0.41304347826087,0.510869565217391,0.576086956521739,0.66304347826087,0.728260869565217,0.91304347826087,1,1,1,1
0.0510204081632654,0.122448979591837,0.173469387755102,0.23469387755102,0.295918367346939,0.306122448979592,0.357142857142857,0.428571428571428,0.571428571428572,0.622448979591837,0.714285714285714,0.806122448979592,0.928571428571428,1,1,1,1,1,1
0,0.0101010101010101,0.0202020202020202,0.0404040404040404,0.0404040404040404,0.0404040404040404,0.0606060606060606,0.090909090909091,0.111111111111111,0.121212121212121,0.151515151515152,0.161616161616162,0.171717171717172,0.212121212121212,0.252525252525252,0.262626262626262,0.303030303030303,0.353535353535354,0.404040404040404
0.0303030303030303,0.111111111111111,0.161616161616162,0.222222222222222,0.252525252525252,0.363636363636364,0.414141414141414,0.525252525252525,0.595959595959596,0.727272727272727,0.808080808080808,0.868686868686869,0.919191919191919,1,1,1,1,1,1
0,0.0531914893617021,0.127659574468085,0.234042553191489,0.25531914893617,0.361702127659574,0.457446808510638,0.48936170212766,0.542553191489362,0.595744680851064,0.659574468085107,0.691489361702127,0.712765957446808,0.723404255319149,0.75531914893617,0.787234042553192,0.797872340425532,0.808510638297872,0.861702127659574
0.0106382978723404,0.0531914893617021,0.106382978723404,0.170212765957447,0.297872340425532,0.351063829787234,0.340425531914894,0.404255319148936,0.531914893617021,0.691489361702127,0.734042553191489,0.776595744680851,0.819148936170212,0.904255319148936,1,1,1,1,1
0,0.0104166666666667,0.0520833333333333,0.0520833333333333,0.0416666666666667,0.104166666666667,0.114583333333333,0.125,0.145833333333333,0.145833333333333,0.145833333333333,0.177083333333333,0.208333333333333,0.208333333333333,0.21875,0.21875,0.21875,0.229166666666667,0.270833333333333
0,0.0101010101010101,0,0.0101010101010101,0.0101010101010101,0.0101010101010101,0,0.0202020202020202,0.0606060606060607,0.151515151515151,0.262626262626262,0.404040404040404,0.575757575757576,0.595959595959596,0.696969696969697,0.757575757575757,0.797979797979798,1,1
0.0303030303030303,0.0808080808080808,0.131313131313131,0.222222222222222,0.292929292929293,0.333333333333333,0.393939393939394,0.474747474747475,0.555555555555556,0.646464646464646,0.767676767676768,0.828282828282828,0.868686868686869,0.888888888888889,0.94949494949495,0.96969696969697,1,1,1
0.0204081632653061,0.0816326530612244,0.214285714285714,0.244897959183673,0.36734693877551,0.428571428571428,0.612244897959183,0.714285714285714,0.785714285714286,0.795918367346939,0.826530612244898,0.877551020408163,0.908163265306123,0.908163265306123,0.908163265306123,0.928571428571428,0.938775510204082,1,1
0.0303030303030303,0.0707070707070708,0.171717171717172,0.232323232323232,0.292929292929293,0.343434343434344,0.393939393939394,0.434343434343434,0.494949494949495,0.555555555555556,0.565656565656566,0.585858585858586,0.707070707070707,0.787878787878788,0.858585858585859,0.898989898989899,0.97979797979798,1,1
0.0212765957446809,0.0638297872340426,0.0851063829787234,0.191489361702128,0.234042553191489,0.25531914893617,0.308510638297872,0.319148936170213,0.382978723404255,0.457446808510638,0.5,0.542553191489362,0.574468085106383,0.638297872340426,0.670212765957447,0.691489361702128,0.734042553191489,0.75531914893617,0.808510638297872
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101010101010101,0.212121212121212,0.656565656565656,0.828282828282828,0.909090909090909,0.94949494949495
0.031578947368421,0.0842105263157895,0.178947368421053,0.28421052631579,0.28421052631579,0.294736842105263,0.294736842105263,0.273684210526316,0.389473684210526,0.515789473684211,0.589473684210526,0.694736842105263,0.863157894736842,0.968421052631579,1,1,1,1,1
0.0101010101010101,0.0202020202020202,0.0505050505050504,0.0707070707070708,0.090909090909091,0.121212121212121,0.151515151515151,0.161616161616162,0.272727272727272,0.333333333333333,0.383838383838384,0.414141414141414,0.434343434343434,0.454545454545455,0.454545454545455,0.454545454545455,0.494949494949495,0.545454545454545,0.606060606060606
0,0,0,0,0,0.0106382978723404,0.0106382978723404,0,0,0.0212765957446809,0.0106382978723404,0.0638297872340426,0.074468085106383,0.180851063829787,0.212765957446809,0.351063829787234,0.457446808510638,0.521276595744681,0.638297872340426
0.04,0.14,0.31,0.39,0.53,0.59,0.74,0.84,0.9,0.91,0.98,0.99,1,1,0.99,1,1,1,1
0.0303030303030303,0.111111111111111,0.131313131313131,0.252525252525252,0.242424242424243,0.363636363636364,0.454545454545454,0.525252525252525,0.636363636363636,0.676767676767677,0.717171717171717,0.767676767676768,0.797979797979798,0.828282828282828,0.868686868686869,0.868686868686869,0.919191919191919,0.96969696969697,1
0,0.0229885057471265,0.0344827586206896,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.0804597701149426,0.0919540229885058,0.103448275862069,0.126436781609195,0.126436781609195,0.195402298850575,0.264367816091954,0.35632183908046,0.413793103448276,0.471264367816092,0.540229885057471,0.586206896551724,0.609195402298851
0,0,0.0101010101010101,0.0101010101010101,0.0101010101010101,0.0404040404040405,0.0303030303030303,0.0404040404040405,0.0101010101010101,0.101010101010101,0.131313131313131,0.131313131313131,0.282828282828283,0.393939393939394,0.525252525252525,0.636363636363636,0.737373737373737,0.777777777777778,0.858585858585859
0.0206185567010309,0.123711340206186,0.175257731958763,0.206185567010309,0.268041237113402,0.31958762886598,0.412371134020618,0.443298969072165,0.45360824742268,0.505154639175258,0.577319587628866,0.608247422680413,0.649484536082474,0.690721649484536,0.742268041237113,0.783505154639175,0.835051546391753,0.865979381443299,0.896907216494845
0,0.0102040816326531,0.0102040816326531,0.0204081632653061,0.0102040816326531,0.0306122448979592,0.0306122448979592,0.0816326530612244,0.0918367346938773,0.0918367346938773,0.122448979591837,0.153061224489796,0.275510204081633,0.418367346938775,0.571428571428572,0.785714285714286,0.959183673469388,1,1
0.0645161290322581,0.118279569892473,0.182795698924731,0.290322580645161,0.376344086021505,0.473118279569893,0.559139784946237,0.591397849462366,0.645161290322581,0.688172043010753,0.78494623655914,0.795698924731183,0.806451612903226,0.827956989247312,0.838709677419355,0.849462365591398,0.903225806451613,0.946236559139785,0.989247311827957
0,0,0,0,0,0,0,0,0,0.0106382978723404,0.0106382978723404,0.106382978723404,0.191489361702127,0.276595744680851,0.51063829787234,0.74468085106383,0.925531914893617,1,1
0.0520833333333333,0.0520833333333333,0.145833333333333,0.1875,0.21875,0.322916666666667,0.427083333333333,0.447916666666667,0.479166666666667,0.583333333333333,0.71875,0.78125,0.885416666666667,0.895833333333333,0.916666666666667,0.916666666666667,0.927083333333333,0.927083333333333,0.96875
0.0408163265306122,0.193877551020408,0.244897959183673,0.36734693877551,0.36734693877551,0.5,0.63265306122449,0.714285714285714,0.744897959183673,0.806122448979592,0.86734693877551,0.908163265306122,0.959183673469388,0.989795918367347,0.979591836734694,1,1,1,1
0.0412371134020618,0.0721649484536082,0.103092783505155,0.216494845360825,0.268041237113402,0.360824742268041,0.402061855670103,0.432989690721649,0.45360824742268,0.494845360824742,0.608247422680413,0.628865979381444,0.701030927835052,0.742268041237113,0.77319587628866,0.835051546391752,0.927835051546392,0.979381443298969,1
0.0543478260869565,0.0760869565217391,0.173913043478261,0.260869565217391,0.271739130434783,0.33695652173913,0.423913043478261,0.467391304347826,0.5,0.565217391304348,0.565217391304348,0.565217391304348,0.58695652173913,0.619565217391304,0.630434782608696,0.717391304347826,0.75,0.847826086956522,0.91304347826087
0.00999999999999999,0.04,0.03,0.0500000000000001,0.08,0.12,0.16,0.2,0.24,0.36,0.45,0.48,0.58,0.68,0.8,0.81,0.83,0.91,1
0.0416666666666667,0.0625,0.125,0.166666666666667,0.1875,0.302083333333333,0.3125,0.354166666666667,0.40625,0.458333333333333,0.458333333333333,0.479166666666667,0.520833333333333,0.583333333333333,0.645833333333333,0.760416666666667,0.8125,0.9375,0.989583333333333
0.0515463917525773,0.164948453608247,0.237113402061856,0.319587628865979,0.360824742268041,0.494845360824742,0.597938144329897,0.701030927835052,0.731958762886598,0.835051546391753,0.938144329896907,1,1,0.989690721649485,0.979381443298969,1,1,1,1
0,0,0.0103092783505155,0.0103092783505155,0.0412371134020618,0.0412371134020619,0.0721649484536082,0.0515463917525773,0.11340206185567,0.185567010309278,0.175257731958763,0.247422680412371,0.278350515463918,0.268041237113402,0.34020618556701,0.371134020618557,0.422680412371134,0.474226804123711,0.515463917525773
0,0,0,0,0,0,0,0,0,0,0.0103092783505155,0.0824742268041237,0.134020618556701,0.329896907216495,0.515463917525773,0.597938144329897,0.783505154639175,0.917525773195876,0.958762886597938
0.0816326530612245,0.204081632653061,0.346938775510204,0.5,0.612244897959184,0.76530612244898,0.877551020408163,0.938775510204082,0.918367346938776,0.959183673469388,0.969387755102041,0.979591836734694,1,1,1,1,1,1,1
0.0208333333333334,0,0.0104166666666667,0,0,0.0208333333333334,0.0520833333333333,0.0520833333333333,0.0729166666666666,0.0833333333333333,0.125,0.145833333333333,0.239583333333333,0.270833333333333,0.385416666666667,0.447916666666667,0.5625,0.635416666666667,0.697916666666667
0.0927835051546392,0.11340206185567,0.237113402061856,0.371134020618556,0.484536082474227,0.463917525773196,0.618556701030928,0.711340206185567,0.77319587628866,0.865979381443299,0.917525773195876,0.969072164948454,1,0.989690721649485,1,1,1,1,1
0,0,0,0,0,0.02,0.01,0.01,0.05,0.1,0.17,0.24,0.31,0.42,0.45,0.62,0.72,0.75,0.89
0.0510204081632653,0.112244897959184,0.13265306122449,0.255102040816327,0.26530612244898,0.306122448979592,0.357142857142857,0.387755102040816,0.479591836734694,0.561224489795918,0.642857142857143,0.714285714285714,0.795918367346939,0.826530612244898,0.86734693877551,0.948979591836735,1,1,1
0.0408163265306122,0.0918367346938775,0.153061224489796,0.204081632653061,0.255102040816326,0.326530612244898,0.428571428571428,0.520408163265306,0.591836734693877,0.63265306122449,0.704081632653061,0.704081632653061,0.806122448979592,0.846938775510204,0.86734693877551,0.897959183673469,0.969387755102041,1,1
0.0103092783505155,0.0618556701030928,0.11340206185567,0.237113402061856,0.350515463917526,0.371134020618557,0.484536082474227,0.536082474226804,0.649484536082474,0.783505154639175,0.804123711340206,0.88659793814433,0.917525773195876,0.927835051546392,0.979381443298969,0.989690721649485,0.989690721649485,1,1
0.0408163265306122,0.13265306122449,0.193877551020408,0.306122448979592,0.5,0.612244897959183,0.724489795918367,0.755102040816327,0.806122448979592,0.816326530612245,0.846938775510204,0.86734693877551,0.877551020408163,0.877551020408163,0.887755102040816,0.918367346938776,0.928571428571428,0.969387755102041,1
0.0104166666666667,0.09375,0.166666666666667,0.197916666666667,0.28125,0.291666666666667,0.4375,0.53125,0.583333333333333,0.677083333333333,0.71875,0.770833333333333,0.822916666666667,0.833333333333333,0.916666666666667,0.96875,0.989583333333333,1,1
0.0206185567010309,0.0515463917525773,0.0721649484536082,0.11340206185567,0.11340206185567,0.144329896907216,0.175257731958763,0.216494845360825,0.298969072164948,0.350515463917526,0.381443298969072,0.494845360824742,0.639175257731959,0.721649484536082,0.804123711340206,0.917525773195876,0.989690721649485,1,1
0.0421052631578947,0.0421052631578947,0.0842105263157895,0.178947368421053,0.210526315789474,0.305263157894737,0.294736842105263,0.357894736842105,0.431578947368421,0.536842105263158,0.610526315789474,0.736842105263158,0.8,0.821052631578947,0.831578947368421,0.842105263157895,0.852631578947368,0.873684210526316,0.905263157894737
0,0,0,0,0,0,0.0102040816326531,0.0306122448979592,0.0306122448979592,0.0510204081632653,0.0714285714285714,0.193877551020408,0.316326530612245,0.489795918367347,0.571428571428572,0.877551020408163,1,1,1
0.0333333333333333,0.0333333333333333,0.0222222222222222,0.0555555555555556,0.0444444444444444,0.0777777777777777,0.166666666666667,0.211111111111111,0.277777777777778,0.333333333333333,0.388888888888889,0.455555555555555,0.477777777777778,0.533333333333333,0.544444444444445,0.566666666666667,0.711111111111111,0.833333333333333,0.944444444444444
0,0,0,0,0,0,0,0,0,0,0,0,0.0202020202020202,0.0303030303030303,0.101010101010101,0.212121212121212,0.343434343434343,0.454545454545454,0.94949494949495
0.0104166666666667,0.125,0.135416666666667,0.177083333333333,0.208333333333333,0.25,0.270833333333333,0.333333333333333,0.333333333333333,0.395833333333333,0.489583333333333,0.552083333333333,0.489583333333333,0.59375,0.729166666666667,0.854166666666667,0.927083333333333,0.989583333333333,1
0,0.0103092783505155,0,0,0.0103092783505155,0.020618556701031,0.0515463917525774,0.0515463917525774,0.0618556701030929,0.0927835051546393,0.134020618556701,0.175257731958763,0.20618556701031,0.226804123711341,0.226804123711341,0.319587628865979,0.618556701030928,0.896907216494845,0.938144329896907
0.02,0.12,0.27,0.36,0.43,0.56,0.63,0.72,0.73,0.81,0.85,0.86,0.89,0.91,1,1,1,1,1
0,0,0,0,0,0,0.0101010101010101,0.0101010101010101,0.0202020202020202,0.0505050505050505,0.101010101010101,0.121212121212121,0.222222222222222,0.303030303030303,0.343434343434344,0.454545454545454,0.636363636363636,0.797979797979798,0.878787878787879
0.0202020202020202,0.090909090909091,0.131313131313131,0.161616161616162,0.222222222222222,0.313131313131313,0.343434343434344,0.454545454545454,0.515151515151515,0.545454545454546,0.636363636363636,0.666666666666667,0.777777777777777,0.818181818181818,0.848484848484849,0.94949494949495,0.96969696969697,1,1
0.0531914893617021,0.074468085106383,0.127659574468085,0.234042553191489,0.265957446808511,0.393617021276596,0.468085106382978,0.542553191489362,0.574468085106383,0.627659574468085,0.670212765957447,0.702127659574468,0.74468085106383,0.765957446808511,0.776595744680851,0.787234042553191,0.787234042553191,0.787234042553191,0.819148936170213
0.0104166666666667,0.0729166666666667,0.104166666666667,0.135416666666667,0.15625,0.25,0.322916666666667,0.333333333333333,0.395833333333333,0.395833333333333,0.489583333333333,0.46875,0.552083333333333,0.614583333333333,0.6875,0.71875,0.760416666666667,0.8125,0.854166666666667
0.0707070707070707,0.222222222222222,0.383838383838384,0.454545454545455,0.565656565656566,0.626262626262626,0.727272727272727,0.797979797979798,0.818181818181818,0.929292929292929,0.95959595959596,1,1,1,1,1,1,1,1
0.09,0.13,0.18,0.23,0.35,0.41,0.52,0.63,0.68,0.7,0.78,0.79,0.81,0.82,0.85,0.88,1,1,1
0.0531914893617021,0.191489361702128,0.223404255319149,0.24468085106383,0.297872340425532,0.393617021276596,0.48936170212766,0.521276595744681,0.617021276595745,0.606382978723404,0.702127659574468,0.787234042553191,0.829787234042553,0.914893617021277,0.925531914893617,0.957446808510638,1,1,1
