"Rep","Acceptance","Likelihood1","Likelihood2","LikelihoodDelta","TruePeak","TrueGamma","TruePhi","TruePsi","Cases","TreeSize","PercentTrajCaptured","GammaMean","GammaLower95","GappaUpper95","PhiMean","PhiLower95","PhiUpper95","PsiMean","PsiLower95","PsiUpper95","GammaCalibration1","PhiCalibration1","PsiCalibration1","GammaCalibration2","PhiCalibration2","PsiCalibration2","RunTime","Batch"
203,0.195000000000003,-305.468103958817,-302.581659595401,2.88644436341616,4703,0.06015268,0.008838035,0.000375605,1259,54,0.193548387096774,0.175011041587932,0.175011041587932,0.175011041587932,0.0148456067025367,0.0148456067025367,0.0148456067025367,0.000610735222546973,0.000610735222546973,0.000610735222546973,0,0.210526315789474,0.210526315789474,0,0.263157894736842,0.31578947368421,487113963542,"4"
204,0.491,-342.05398282338,-342.823596776135,0.769613952755265,2695,0.105066612,0.017580603,0.000831366,1311,62,0.31578947368421,0.19471496369232,0.19471496369232,0.19471496369232,0.0185331629499952,0.0185331629499952,0.0185331629499952,0.000899223213216359,0.000899223213216359,0.000899223213216359,0,0.578947368421053,0.736842105263158,0,0.894736842105263,0.842105263157894,492043832750,"4"
205,0.5355,-159.435278796295,-159.494545792093,0.0592669957980547,2392,0.132739074,0.009548886,0.000443959,583,27,0.835051546391753,0.157658965918226,0.157658965918226,0.157658965918226,0.0183347689765866,0.0183347689765866,0.0183347689765866,0.000851900215286782,0.000851900215286782,0.000851900215286782,1,0,0,0.526315789473684,0,0,358407523417,"4"
206,0.456999999999999,-65.2062280432049,-65.611520931875,0.405292888670104,669,0.241981681,0.008462421,0.000341294,179,7,1.04040404040404,0.20255446098297,0.20255446098297,0.20255446098297,0.0203176548830032,0.0203176548830032,0.0203176548830032,0.000861736651154032,0.000861736651154032,0.000861736651154032,0.31578947368421,0,0,0.631578947368421,0,0,288129079875,"4"
207,0.352000000000001,-395.149976574504,-395.074791895196,0.0751846793085065,3215,0.091717264,0.023152362,0.000838855,1911,69,0.260416666666667,0.163353812764751,0.163353812764751,0.163353812764751,0.0226326001589971,0.0226326001589971,0.0226326001589971,0.000808645466264335,0.000808645466264335,0.000808645466264335,0,0.578947368421053,0.421052631578947,0,0.947368421052631,0.894736842105263,450366851834,"4"
208,0.192500000000002,-672.156505469156,-1672.19169095019,1000.03518548103,3127,0.081481463,0.030228623,0.001315812,2637,115,0.258064516129032,0.098193224410773,0.098193224410773,0.098193224410773,0.0196405715134975,0.0196405715134975,0.0196405715134975,0.000866080930075806,0.000866080930075806,0.000866080930075806,0.526315789473684,0.105263157894737,0.105263157894737,0.842105263157894,0.210526315789474,0.157894736842105,572143800292,"4"
209,0.544500000000001,-46.0596586533934,-45.0856281050404,0.974030548353035,102,0.284966919,0.022307565,0.000872525,110,4,1.77,0.11811456436653,0.11811456436653,0.11811456436653,0.025385050221429,0.025385050221429,0.025385050221429,0.00099815675250593,0.00099815675250593,0.00099815675250593,0,0.684210526315789,0.684210526315789,0,0.789473684210526,0.789473684210526,227948296125,"4"
210,0.0759999999999997,-372.992664747633,-372.816290611577,0.176374136056666,2971,0.109055381,0.018479559,0.000888058,1357,65,0.125,0.208784314517245,0.208784314517245,0.208784314517245,0.0223303935790071,0.0223303935790071,0.0223303935790071,0.00106529770957403,0.00106529770957403,0.00106529770957403,0,0.421052631578947,0.157894736842105,0,0.31578947368421,0.31578947368421,261713995250,"4"
211,0.523999999999999,-229.212551954,-228.479236325515,0.733315628484547,1915,0.131754065,0.031668569,0.000728533,1646,38,0.418367346938776,0.19754447678493,0.19754447678493,0.19754447678493,0.0319104308440767,0.0319104308440767,0.0319104308440767,0.00077779722519428,0.00077779722519428,0.00077779722519428,0.105263157894737,0.736842105263158,0.736842105263158,0.157894736842105,1,0.789473684210526,351684822458,"4"
212,0.5955,-167.698931461493,-167.657359688157,0.0415717733360452,1671,0.147717186,0.009364999,0.000555782,455,27,0.494845360824742,0.151101640180036,0.151101640180036,0.151101640180036,0.0173656933035761,0.0173656933035761,0.0173656933035761,0.000901384958205101,0.000901384958205101,0.000901384958205101,0.947368421052631,0,0.105263157894737,0.947368421052631,0.0526315789473684,0.105263157894737,285093214959,"4"
213,0.593,-112.776785944657,-113.622344948449,0.84555900379226,443,0.243583351,0.014448442,0.001032899,235,17,0.5,0.194660715464915,0.194660715464915,0.194660715464915,0.0195317087737546,0.0195317087737546,0.0195317087737546,0.00116839859302651,0.00116839859302651,0.00116839859302651,0.105263157894737,0.105263157894737,0.842105263157894,0.210526315789474,0.105263157894737,0.578947368421053,257564996292,"4"
214,0.2415,-2047.10210692046,-2049.1345153767,2.03240845623804,6096,0.018765217,0.02439506,0.001430221,5330,313,0.0833333333333333,0.209179591994776,0.209179591994776,0.209179591994776,0.0161354712461686,0.0161354712461686,0.0161354712461686,0.000968798897768426,0.000968798897768426,0.000968798897768426,0,0,0,0,0,0.0526315789473684,1116323989542,"4"
215,0.308499999999999,-67.204584556641,-73.0497765413124,5.84519198467144,1964,0.14272465,0.002586771,0.000152332,154,9,0.707070707070707,0.139728186125752,0.139728186125752,0.139728186125752,0.0130254928858419,0.0130254928858419,0.0130254928858419,0.00101836648903077,0.00101836648903077,0.00101836648903077,0.473684210526316,0,0,0.947368421052631,0.105263157894737,0,237409116875,"4"
216,0.336000000000001,-532.631793485427,-417.530735551258,115.10105793417,1467,0.148184003,0.029706738,0.001635301,1321,73,0.69,0.167596064286118,0.167596064286118,0.167596064286118,0.0228854209497531,0.0228854209497531,0.0228854209497531,0.00122292226895555,0.00122292226895555,0.00122292226895555,0.842105263157894,0.842105263157894,0.263157894736842,0.736842105263158,0.578947368421053,0.210526315789474,479934207459,"4"
217,0.6175,-185.279772759964,-185.640166236569,0.360393476604543,377,0.233623922,0.037120752,0.001980741,543,29,0.494736842105263,0.234528948228717,0.234528948228717,0.234528948228717,0.0279061338501927,0.0279061338501927,0.0279061338501927,0.00114952540861395,0.00114952540861395,0.00114952540861395,0.842105263157894,0.105263157894737,0,1,0.105263157894737,0,317748055666,"4"
218,0.244,-904.818385520502,-907.550852770939,2.73246725043748,5566,0.027275856,0.020295227,0.000738807,4103,149,0.14,0.165597294468901,0.165597294468901,0.165597294468901,0.0150713074904301,0.0150713074904301,0.0150713074904301,0.000575213693871624,0.000575213693871624,0.000575213693871624,0,0.0526315789473684,0.105263157894737,0,0,0.0526315789473684,684026012166,"4"
219,0.608,-37.9530985534228,-37.6598504699395,0.293248083483313,370,0.257994599,0.00318745,0.000167683,56,3,1.23762376237624,0.151932945519915,0.151932945519915,0.151932945519915,0.01535790689287,0.01535790689287,0.01535790689287,0.00088042396931355,0.00088042396931355,0.00088042396931355,0,0,0,0,0,0,224699990084,"4"
220,0.498,-330.733770728795,-330.616232847536,0.117537881258784,1492,0.150762358,0.030739345,0.001366123,1302,58,0.302083333333333,0.207882604297544,0.207882604297544,0.207882604297544,0.025755168350605,0.025755168350605,0.025755168350605,0.00110482489802274,0.00110482489802274,0.00110482489802274,0.263157894736842,0.368421052631579,0.263157894736842,0.105263157894737,0.368421052631579,0.31578947368421,395166199625,"4"
221,0.407999999999999,-818.951591283983,-823.990047812899,5.03845652891653,2183,0.120376727,0.027002424,0.002314693,1606,138,0.34375,0.214801985041259,0.214801985041259,0.214801985041259,0.0227449629505755,0.0227449629505755,0.0227449629505755,0.00174227896499164,0.00174227896499164,0.00174227896499164,0,0.31578947368421,0.0526315789473684,0,0.421052631578947,0.105263157894737,624665754500,"4"
222,0.493,-136.608093352266,-136.3649528578,0.243140494465734,666,0.195861381,0.026287369,0.000949139,594,21,0.857142857142857,0.25532510155238,0.25532510155238,0.25532510155238,0.0254398514072443,0.0254398514072443,0.0254398514072443,0.000813371421436813,0.000813371421436813,0.000813371421436813,0.105263157894737,0.421052631578947,0.421052631578947,0.210526315789474,0.894736842105263,0.526315789473684,306188742958,"4"
223,0.416500000000001,-267.541210903309,-267.0863427356,0.454868167708639,2015,0.127383805,0.01331185,0.000761087,820,47,0.391752577319588,0.157350343296073,0.157350343296073,0.157350343296073,0.0210570664223753,0.0210570664223753,0.0210570664223753,0.00109111877763896,0.00109111877763896,0.00109111877763896,0.894736842105263,0.0526315789473684,0.0526315789473684,0.473684210526316,0.0526315789473684,0.105263157894737,363548202083,"4"
224,0.576,-92.6820229897011,-93.197897389757,0.515874400055907,854,0.191491498,0.017425611,0.000414338,499,12,0.653061224489796,0.15529715547463,0.15529715547463,0.15529715547463,0.0254315863327715,0.0254315863327715,0.0254315863327715,0.000772801894791008,0.000772801894791008,0.000772801894791008,0.263157894736842,0.157894736842105,0.31578947368421,0.421052631578947,0.210526315789474,0.210526315789474,267807819709,"4"
225,0.289999999999998,-662.92915768489,-663.053154468505,0.123996783614643,3894,0.072888679,0.024684043,0.00112901,2504,115,0.28125,0.148049364844135,0.148049364844135,0.148049364844135,0.0250696423582302,0.0250696423582302,0.0250696423582302,0.00122094369742085,0.00122094369742085,0.00122094369742085,0,0.526315789473684,0.631578947368421,0,0.947368421052631,0.789473684210526,542894551709,"4"
226,0.5965,-265.204041614332,-264.899324737845,0.304716876486737,946,0.179454985,0.022582958,0.001371012,736,45,0.397959183673469,0.204030099059082,0.204030099059082,0.204030099059082,0.0244806327245543,0.0244806327245543,0.0244806327245543,0.00123507289233546,0.00123507289233546,0.00123507289233546,0.947368421052631,0.894736842105263,0.631578947368421,0.684210526315789,0.684210526315789,0.631578947368421,362341422833,"4"
227,0.229000000000001,-1049.34718214115,-1048.23475221682,1.11242992433699,4793,0.057281577,0.019284752,0.001413938,2364,173,0.159574468085106,0.172853168404244,0.172853168404244,0.172853168404244,0.0181911944715967,0.0181911944715967,0.0181911944715967,0.00125498414738784,0.00125498414738784,0.00125498414738784,0,0.368421052631579,0.421052631578947,0,0.789473684210526,0.578947368421053,738116712958,"4"
228,0.5135,-135.711046502572,-135.810185643225,0.0991391406523121,3076,0.118449386,0.004389105,0.000320436,337,25,0.604166666666667,0.126128015484867,0.126128015484867,0.126128015484867,0.0147189805407418,0.0147189805407418,0.0147189805407418,0.00101436398756593,0.00101436398756593,0.00101436398756593,0.736842105263158,0,0,0.736842105263158,0,0,268563186250,"4"
229,0.0975000000000004,-2476.18326730834,-2445.56678216121,30.6164851471285,6242,0.019136765,0.026857484,0.001747786,5671,369,0.1,0.189113447899597,0.189113447899597,0.189113447899597,0.0138652752938564,0.0138652752938564,0.0138652752938564,0.000820792192731885,0.000820792192731885,0.000820792192731885,0,0,0,0,0,0,1543603211209,"4"
230,0.573,-162.547906512148,-161.160787961927,1.3871185502214,463,0.238897419,0.029301164,0.001399631,513,25,0.591836734693878,0.209098250947288,0.209098250947288,0.209098250947288,0.0242633000848332,0.0242633000848332,0.0242633000848332,0.00109669055636569,0.00109669055636569,0.00109669055636569,0.473684210526316,0.210526315789474,0.210526315789474,0.473684210526316,0.31578947368421,0.31578947368421,322586930542,"4"
231,0.649,-90.1260076251385,-89.0465907679224,1.07941685721613,616,0.221651388,0.011649144,0.000664262,244,14,0.65625,0.161299790330958,0.161299790330958,0.161299790330958,0.0129439175932278,0.0129439175932278,0.0129439175932278,0.000854967089606744,0.000854967089606744,0.000854967089606744,0.0526315789473684,0.578947368421053,0.789473684210526,0.0526315789473684,0.842105263157894,0.473684210526316,291818126042,"4"
232,0.507,-183.060593567792,-182.480742439663,0.579851128128695,1957,0.122966326,0.017873193,0.000550657,1053,32,0.448979591836735,0.137384024449364,0.137384024449364,0.137384024449364,0.019133518950809,0.019133518950809,0.019133518950809,0.000566219701885978,0.000566219701885978,0.000566219701885978,1,0.684210526315789,0.842105263157894,0.631578947368421,0.842105263157894,0.947368421052631,349435967041,"4"
233,0.514999999999999,-162.180026618697,-161.798642458774,0.38138415992222,1844,0.13620519,0.019124208,0.000523035,990,27,0.811881188118812,0.199568770018055,0.199568770018055,0.199568770018055,0.0253067682059055,0.0253067682059055,0.0253067682059055,0.000780483878068478,0.000780483878068478,0.000780483878068478,0.31578947368421,0.789473684210526,0.526315789473684,0.210526315789474,0.31578947368421,0.368421052631579,317302256292,"4"
234,0.658,-90.4321588579303,-90.4336171608416,0.00145830291130267,1116,0.160037264,0.011361633,0.000344666,440,13,0.712765957446808,0.172164703634352,0.172164703634352,0.172164703634352,0.0165336324154854,0.0165336324154854,0.0165336324154854,0.000606352442210026,0.000606352442210026,0.000606352442210026,0.684210526315789,0.31578947368421,0.31578947368421,0.789473684210526,0.421052631578947,0.31578947368421,299753532583,"4"
235,0.5115,-102.543686820741,-102.251060547948,0.292626272793086,3520,0.098808268,0.008565446,0.000192224,737,17,0.363636363636364,0.141639778457008,0.141639778457008,0.141639778457008,0.0213506016053005,0.0213506016053005,0.0213506016053005,0.000643902496093894,0.000643902496093894,0.000643902496093894,0,0,0,0,0,0,276902383250,"4"
236,0.273999999999999,-261.704307975364,-263.067257185227,1.36294920986376,3480,0.083342169,0.014420123,0.00043247,1419,43,0.31,0.12169325698738,0.12169325698738,0.12169325698738,0.0198080729519354,0.0198080729519354,0.0198080729519354,0.000699510030184168,0.000699510030184168,0.000699510030184168,0,0.105263157894737,0,0,0.157894736842105,0.157894736842105,356424977292,"4"
237,0.5795,-126.11355100123,-126.577720159634,0.464169158404502,975,0.187951604,0.020135024,0.000585754,672,20,0.888888888888889,0.161895822037451,0.161895822037451,0.161895822037451,0.028082350880853,0.028082350880853,0.028082350880853,0.000896025984064478,0.000896025984064478,0.000896025984064478,0.263157894736842,0.210526315789474,0.105263157894737,0.578947368421053,0.31578947368421,0.210526315789474,299347557250,"4"
238,0.214000000000001,-251.210203584821,-250.225122515165,0.985081069655763,2206,0.125662531,0.017611527,0.000732066,1061,44,0.68,0.147036962941085,0.147036962941085,0.147036962941085,0.0187210173202014,0.0187210173202014,0.0187210173202014,0.00083509035939579,0.00083509035939579,0.00083509035939579,0.368421052631579,0.368421052631579,0.31578947368421,0.31578947368421,0.842105263157894,0.631578947368421,267610681125,"4"
239,0.36,-475.670480592877,-474.754833734333,0.915646858544335,5263,0.046910647,0.012482084,0.000488668,2085,82,0.76,0.147975740633694,0.147975740633694,0.147975740633694,0.0202574413151298,0.0202574413151298,0.0202574413151298,0.000840089850575327,0.000840089850575327,0.000840089850575327,0,0.0526315789473684,0,0,0.0526315789473684,0,477345552625,"4"
240,0.3605,-331.245179384086,-333.137888934831,1.892709550745,2652,0.105020697,0.035627162,0.000876426,2352,58,0.36734693877551,0.176946399867093,0.176946399867093,0.176946399867093,0.0348779454578815,0.0348779454578815,0.0348779454578815,0.000913343782053942,0.000913343782053942,0.000913343782053942,0,0.736842105263158,0.473684210526316,0.0526315789473684,0.947368421052631,0.894736842105263,400562656208,"4"
241,0.565000000000001,-141.193692163907,-142.244974960044,1.05128279613609,1305,0.172424561,0.009075755,0.000580606,358,23,0.68,0.125778905739676,0.125778905739676,0.125778905739676,0.0114961384081489,0.0114961384081489,0.0114961384081489,0.000794085729939833,0.000794085729939833,0.000794085729939833,0.0526315789473684,0.368421052631579,0.421052631578947,0.105263157894737,0.473684210526316,0.31578947368421,319007223834,"4"
242,0.579,-195.027248050572,-194.696534693584,0.330713356987303,3019,0.092349584,0.005193168,0.000320717,518,32,0.787878787878788,0.151643308637882,0.151643308637882,0.151643308637882,0.00997777247395909,0.00997777247395909,0.00997777247395909,0.000647729235738345,0.000647729235738345,0.000647729235738345,0,0.526315789473684,0.0526315789473684,0.263157894736842,0.210526315789474,0.105263157894737,336656162042,"4"
243,0.249,-598.255604459007,-601.071284895688,2.81568043668165,5608,0.045122085,0.012588808,0.000582029,2258,104,0.3,0.120145263970953,0.120145263970953,0.120145263970953,0.013500553402357,0.013500553402357,0.013500553402357,0.000684897728811941,0.000684897728811941,0.000684897728811941,0,0.789473684210526,0.631578947368421,0,0.684210526315789,0.473684210526316,549169313292,"4"
244,0.647000000000001,-119.811372286818,-119.287154302617,0.524217984201542,490,0.240976032,0.026046851,0.000933496,488,18,0.505050505050505,0.149302082315147,0.149302082315147,0.149302082315147,0.0279991302755101,0.0279991302755101,0.0279991302755101,0.00106665509982062,0.00106665509982062,0.00106665509982062,0,0.736842105263158,0.789473684210526,0,0.736842105263158,0.631578947368421,304429537333,"4"
245,0.469,-470.801418816995,-471.986636512752,1.18521769575744,1339,0.149542668,0.035206415,0.001995989,1412,80,0.28,0.183389965434006,0.183389965434006,0.183389965434006,0.0300676695550428,0.0300676695550428,0.0300676695550428,0.00149615332565139,0.00149615332565139,0.00149615332565139,0.789473684210526,0.421052631578947,0.210526315789474,0.526315789473684,0.421052631578947,0.157894736842105,473102714917,"4"
246,0.245500000000001,-252.814263959591,-251.007905799569,1.80635816002203,2646,0.108669018,0.018843167,0.000601361,1363,44,0.185567010309278,0.154716975537163,0.154716975537163,0.154716975537163,0.023395818224655,0.023395818224655,0.023395818224655,0.0007161534556844,0.0007161534556844,0.0007161534556844,0,0.631578947368421,0.736842105263158,0.157894736842105,0.210526315789474,0.631578947368421,384829024625,"4"
247,0.517,-359.148453086161,-358.19776958605,0.950683500110813,1979,0.131907904,0.018510068,0.001129262,1021,62,0.375,0.151739805630336,0.151739805630336,0.151739805630336,0.0200994487279714,0.0200994487279714,0.0200994487279714,0.00115684158087971,0.00115684158087971,0.00115684158087971,0.684210526315789,0.842105263157894,0.526315789473684,0.578947368421053,0.789473684210526,0.947368421052631,439686317000,"4"
248,0.475,-69.5165113342966,-77.0663506102665,7.54983927596994,203,0.251008815,0.026479929,0.001019373,178,7,1.57,0.140184983297685,0.140184983297685,0.140184983297685,0.0265661727564958,0.0265661727564958,0.0265661727564958,0.0011657673305623,0.0011657673305623,0.0011657673305623,0.210526315789474,0.684210526315789,0.368421052631579,0.31578947368421,1,0.631578947368421,275415643375,"4"
249,0.306,-1225.68490089814,-1225.83157799903,0.146677100889747,3289,0.070893862,0.033894967,0.002213987,3064,200,0.145833333333333,0.20676691070183,0.20676691070183,0.20676691070183,0.0229732171168832,0.0229732171168832,0.0229732171168832,0.00142657944909704,0.00142657944909704,0.00142657944909704,0,0,0,0,0,0,790393184000,"4"
250,0.157500000000001,-269.581978796337,-282.481093730286,12.8991149339494,4548,0.062476931,0.01413968,0.000367779,1744,45,0.505050505050505,0.127749839070671,0.127749839070671,0.127749839070671,0.0257752456990584,0.0257752456990584,0.0257752456990584,0.000962009407278047,0.000962009407278047,0.000962009407278047,0,0,0,0,0,0,379989333416,"4"
251,0.476,-105.673621909173,-105.73076563432,0.0571437251469433,546,0.207741561,0.03924418,0.000701252,711,13,0.854166666666667,0.24003354264177,0.24003354264177,0.24003354264177,0.0250155931382927,0.0250155931382927,0.0250155931382927,0.000661748415729547,0.000661748415729547,0.000661748415729547,0.421052631578947,0,0.526315789473684,0.368421052631579,0,0.894736842105263,299628066125,"4"
252,0.122499999999999,-410.441825931233,-1112.16731206928,701.725486138046,3022,0.107513726,0.016914005,0.000950459,1304,73,0.424242424242424,0.109848915749845,0.109848915749845,0.109848915749845,0.0168039286308743,0.0168039286308743,0.0168039286308743,0.00087371667095713,0.00087371667095713,0.00087371667095713,0.526315789473684,0.368421052631579,0.210526315789474,1,1,0.631578947368421,465674290000,"4"
253,0.406000000000001,-51.4717502221997,-49.9272061700756,1.54454405212416,67,0.24916177,0.02579111,0.002622022,53,5,1.44444444444444,0.202120890531902,0.202120890531902,0.202120890531902,0.0156951349434321,0.0156951349434321,0.0156951349434321,0.000866369806491591,0.000866369806491591,0.000866369806491591,0.263157894736842,0.157894736842105,0,0.368421052631579,0.210526315789474,0,257080890625,"4"
254,0.4945,-228.483502885936,-227.698562898663,0.784939987272566,1539,0.150108248,0.019825955,0.000940345,851,40,0.15,0.22487838695223,0.22487838695223,0.22487838695223,0.0222231292613883,0.0222231292613883,0.0222231292613883,0.00103241575722655,0.00103241575722655,0.00103241575722655,0.0526315789473684,0.894736842105263,0.842105263157894,0.105263157894737,0.631578947368421,0.684210526315789,366918941708,"4"
255,0.455999999999999,-530.039482684203,-503.002277799824,27.0372048843793,1150,0.171425137,0.02613065,0.002308168,1010,89,0.387755102040816,0.199347639596546,0.199347639596546,0.199347639596546,0.0221996377839941,0.0221996377839941,0.0221996377839941,0.00148370669884639,0.00148370669884639,0.00148370669884639,0.368421052631579,0.210526315789474,0,0.736842105263158,0.31578947368421,0,378613302500,"4"
256,0.6045,-107.539564530511,-107.9786932356,0.439128705089473,933,0.186817197,0.016559426,0.000486021,554,16,0.48421052631579,0.186194453578224,0.186194453578224,0.186194453578224,0.0220146718322442,0.0220146718322442,0.0220146718322442,0.000834243522953183,0.000834243522953183,0.000834243522953183,0.526315789473684,0.368421052631579,0.631578947368421,1,0.421052631578947,0.31578947368421,269721178041,"4"
257,0.546,-331.489993708726,-330.645403731959,0.844589976767281,1596,0.134418214,0.024172708,0.001220298,1164,59,0.260416666666667,0.181310566398129,0.181310566398129,0.181310566398129,0.0232262318895131,0.0232262318895131,0.0232262318895131,0.00113867124962255,0.00113867124962255,0.00113867124962255,0.368421052631579,0.842105263157894,0.578947368421053,0.157894736842105,0.842105263157894,0.736842105263158,372629836667,"4"
258,0.580999999999998,-193.056166025663,-192.205773483634,0.850392542028203,857,0.182454697,0.023816221,0.000900514,787,30,0.43298969072165,0.180558664065963,0.180558664065963,0.180558664065963,0.0274192086651884,0.0274192086651884,0.0274192086651884,0.00102587521415572,0.00102587521415572,0.00102587521415572,0.947368421052631,0.842105263157894,0.947368421052631,1,0.578947368421053,0.631578947368421,302846759792,"4"
259,0.0954999999999999,-2817.78186155829,-2825.74987833576,7.96801677747453,6923,0.010244605,0.022572417,0.001529038,6181,419,0.0891089108910891,0.211758276531681,0.211758276531681,0.211758276531681,0.0128088447576681,0.0128088447576681,0.0128088447576681,0.000833337411416722,0.000833337411416722,0.000833337411416722,0,0,0,0,0,0,1495225292083,"4"
260,0.443,-194.452916326438,-195.614988775216,1.16207244877762,485,0.221403714,0.034366632,0.001752007,614,31,0.282608695652174,0.223839271426126,0.223839271426126,0.223839271426126,0.0214841833320327,0.0214841833320327,0.0214841833320327,0.000906097957364137,0.000906097957364137,0.000906097957364137,0.842105263157894,0,0,0.947368421052631,0,0,313412448166,"4"
261,0.251500000000001,-546.44578913471,-533.309989892451,13.1357992422585,4089,0.07281291,0.016969286,0.000846671,1860,93,0.34020618556701,0.147407298790899,0.147407298790899,0.147407298790899,0.0128253642386321,0.0128253642386321,0.0128253642386321,0.000691390734695016,0.000691390734695016,0.000691390734695016,0,0.263157894736842,0.31578947368421,0,0.368421052631579,0.526315789473684,564169027250,"4"
262,0.405499999999998,-57.4413655579112,-55.6294780430505,1.81188751486069,174,0.277075188,0.027058034,0.000751092,183,5,1.75,0.181767168767411,0.181767168767411,0.181767168767411,0.0251323910809358,0.0251323910809358,0.0251323910809358,0.00109672438169015,0.00109672438169015,0.00109672438169015,0.0526315789473684,0.31578947368421,0.210526315789474,0.0526315789473684,0.842105263157894,0.157894736842105,239731766583,"4"
263,0.3885,-284.178052417705,-283.829167762034,0.348884655671156,459,0.202061405,0.048359227,0.002427784,934,47,0.271739130434783,0.28651624651352,0.28651624651352,0.28651624651352,0.0298469282663779,0.0298469282663779,0.0298469282663779,0.00132270951200741,0.00132270951200741,0.00132270951200741,0,0,0,0.0526315789473684,0,0,347995261042,"4"
264,0.443,-570.472688775786,-568.271815415636,2.20087336015001,1329,0.147015057,0.028500022,0.00223243,1219,96,0.36,0.18187202345334,0.18187202345334,0.18187202345334,0.020158663453961,0.020158663453961,0.020158663453961,0.00140388715580442,0.00140388715580442,0.00140388715580442,0.736842105263158,0,0,0.473684210526316,0,0,465408655292,"4"
265,0.4265,-1104.39501863101,-1102.88020955381,1.51480907719383,2360,0.092292872,0.040321678,0.002646489,2760,181,0.22,0.241314892011564,0.241314892011564,0.241314892011564,0.0275054417838686,0.0275054417838686,0.0275054417838686,0.00164894896516926,0.00164894896516926,0.00164894896516926,0,0,0,0,0,0,699230761625,"4"
266,0.557,-53.551498640436,-53.7181131691532,0.166614528717211,203,0.291608801,0.010826307,0.000826037,77,6,1.08247422680412,0.17779008327516,0.17779008327516,0.17779008327516,0.0157906037272493,0.0157906037272493,0.0157906037272493,0.00113214818232921,0.00113214818232921,0.00113214818232921,0,0.894736842105263,0.789473684210526,0,0.421052631578947,0.368421052631579,239267401875,"4"
267,0.201499999999998,-518.992692398274,-672.413274677436,153.420582279162,1964,0.148618639,0.030140074,0.002030245,1368,92,0.543478260869565,0.190050680101307,0.190050680101307,0.190050680101307,0.0238730368970467,0.0238730368970467,0.0238730368970467,0.000947842056163143,0.000947842056163143,0.000947842056163143,0.31578947368421,0.105263157894737,0,0.31578947368421,0.210526315789474,0,419823913417,"4"
268,0.5075,-168.123995296246,-168.241743117463,0.117747821217733,763,0.204386006,0.02502032,0.000980862,631,25,0.676767676767677,0.229623274872477,0.229623274872477,0.229623274872477,0.030023362699554,0.030023362699554,0.030023362699554,0.00112505601494506,0.00112505601494506,0.00112505601494506,0.789473684210526,0.368421052631579,0.421052631578947,0.578947368421053,0.368421052631579,0.578947368421053,318154518792,"4"
269,0.272000000000001,-1225.57139816904,-1226.26861055149,0.697212382455746,4282,0.054931548,0.023798641,0.001599044,2981,200,0.193877551020408,0.166719330870124,0.166719330870124,0.166719330870124,0.0181698743008533,0.0181698743008533,0.0181698743008533,0.00118126217203683,0.00118126217203683,0.00118126217203683,0,0,0,0,0,0,816779524708,"4"
270,0.6085,-85.6162616144933,-85.915110546845,0.298848932351717,522,0.242339304,0.009275683,0.000581695,190,12,0.89,0.148752484868858,0.148752484868858,0.148752484868858,0.0221165238635061,0.0221165238635061,0.0221165238635061,0.000986197810825192,0.000986197810825192,0.000986197810825192,0,0,0.0526315789473684,0,0,0.105263157894737,224036627500,"4"
271,0.4395,-121.559090999688,-120.796246237648,0.76284476203972,3460,0.096787554,0.006498697,0.000212093,577,19,0.65979381443299,0.138139442105674,0.138139442105674,0.138139442105674,0.0216205776524547,0.0216205776524547,0.0216205776524547,0.000873399158914617,0.000873399158914617,0.000873399158914617,0,0,0,0.105263157894737,0,0,267728681542,"4"
272,0.214499999999999,-855.994588366693,-857.26095384075,1.26636547405792,4831,0.050731676,0.020023204,0.001078658,2714,146,0.26530612244898,0.137770595628256,0.137770595628256,0.137770595628256,0.0208951689443023,0.0208951689443023,0.0208951689443023,0.00109616864262654,0.00109616864262654,0.00109616864262654,0,0.473684210526316,0.526315789473684,0,0.894736842105263,0.947368421052631,569038799208,"4"
273,0.284000000000002,-315.83146404945,-180.922707002484,134.908757046965,981,0.193484011,0.016965128,0.000946738,526,29,0.510204081632653,0.0707255560571975,0.0707255560571975,0.0707255560571975,0.018077692245478,0.018077692245478,0.018077692245478,0.00114803028030857,0.00114803028030857,0.00114803028030857,0,0.368421052631579,0.210526315789474,0,0.842105263157894,0.368421052631579,285740429000,"4"
274,0.2605,-267.356285677081,-265.340603567584,2.01568210949642,3187,0.0840237,0.020524552,0.000513281,1843,46,0.346534653465347,0.159141324738931,0.159141324738931,0.159141324738931,0.0294599486694429,0.0294599486694429,0.0294599486694429,0.00083051433638335,0.00083051433638335,0.00083051433638335,0,0.0526315789473684,0.105263157894737,0.0526315789473684,0.105263157894737,0.0526315789473684,355483946542,"4"
275,0.2135,-152.693824973254,-153.445721668352,0.751896695098111,480,0.217797583,0.030170604,0.00116443,583,23,0.608247422680412,0.240591494822622,0.240591494822622,0.240591494822622,0.0269378178071583,0.0269378178071583,0.0269378178071583,0.00109132726719634,0.00109132726719634,0.00109132726719634,0.526315789473684,0.789473684210526,0.631578947368421,0.578947368421053,0.578947368421053,0.736842105263158,263305706750,"4"
