"Time","Mean","Lower95","Upper95","Rt","Scenario"
8,2.74361568594449,1.50546295139622,4.14197389704359,3.1388548951049,"Baseline"
9,2.73050844076978,1.50898011577378,3.95212645564298,3.13522830111065,"Baseline"
10,2.71937779780914,1.59455636458563,3.88137600165052,3.13057692307692,"Baseline"
11,2.70879130032357,1.64650166857524,3.84340362371824,3.12343156843157,"Baseline"
12,2.69713512176485,1.57936930732736,3.74402633117906,3.11079767689937,"Baseline"
13,2.68264421261918,1.65150129235818,3.81796691562899,3.09396180742335,"Baseline"
14,2.66344911252388,1.63099375466526,3.79463142600204,3.07515797455557,"Baseline"
15,2.63763801145164,1.57535504708651,3.75174137246774,3.05258281192492,"Baseline"
16,2.60333384542855,1.51789253304575,3.69759628740462,3.01989798436857,"Baseline"
17,2.55879014745653,1.42875353052095,3.59456002288917,2.97304022423857,"Baseline"
18,2.50251124291572,1.43081898748245,3.55894687281748,2.91362075424575,"Baseline"
19,2.43339710943341,1.39329030791017,3.46184633795034,2.84003337971852,"Baseline"
20,2.35090010400235,1.32318065355754,3.31148931113138,2.74948731223219,"Baseline"
21,2.25516544342045,1.26882467667135,3.14194650953913,2.64028831612011,"Baseline"
22,2.14711902404817,1.26656155404366,3.01902365488211,2.50136353787058,"Baseline"
23,2.02847131578702,1.14777520869244,2.78001182112121,2.34085861718926,"Baseline"
24,1.90162335679783,1.15541319202031,2.64309769140685,2.1744681891535,"Baseline"
25,1.7694826823651,1.09458755161947,2.43784129342995,1.98859995253951,"Baseline"
26,1.63521563388359,1.06070793782229,2.24681734010119,1.80194996492869,"Baseline"
27,1.50197411466705,1.01084936698095,2.04658088923343,1.61624440595825,"Baseline"
28,1.37263852613239,0.932383457955141,1.81209835905683,1.43783151428011,"Baseline"
29,1.24961416439631,0.885472711740015,1.65812573966199,1.27928471417348,"Baseline"
30,1.13470651165514,0.789999056551181,1.47614279727525,1.12382752116305,"Baseline"
31,1.0290840927543,0.725963519594365,1.34022883402006,0.978995793329867,"Baseline"
32,0.933319969140282,0.655864307598402,1.22046057841261,0.854732843283391,"Baseline"
33,0.847489151832861,0.572774264806383,1.10425109645492,0.754629888268157,"Baseline"
34,0.771292920067839,0.517721534989559,1.02432173528759,0.671071615510238,"Baseline"
35,0.704183316832459,0.461392557575555,0.942028085628068,0.602846674601994,"Baseline"
36,0.64546966198587,0.413355062880289,0.871441302980352,0.541763067441034,"Baseline"
37,0.59439931305336,0.375793727653747,0.807752075881735,0.488871882834147,"Baseline"
38,0.550213060411039,0.34904226135996,0.756128148994974,0.444867547031556,"Baseline"
39,0.512179721325722,0.314308237478119,0.698373413188981,0.40968,"Baseline"
40,0.479615275615818,0.305020471698233,0.664019477664647,0.382687050711526,"Baseline"
41,0.451890959988817,0.299623902116761,0.637890876307375,0.364176938169744,"Baseline"
42,0.428433677434188,0.278957786728871,0.594921173276154,0.345408473879062,"Baseline"
43,0.408721609764534,0.270393244290701,0.564773432418974,0.326182771773681,"Baseline"
44,0.392277842051614,0.263117328778809,0.542897117952735,0.309653846153846,"Baseline"
45,0.378664497866717,0.259968964547819,0.530683544785914,0.297286005134106,"Baseline"
46,0.367479018461272,0.247541620238913,0.507182529711123,0.287201434928708,"Baseline"
47,0.358353031407232,0.235051652043884,0.49377505796507,0.27713144963145,"Baseline"
48,0.350953239377216,0.230840722950826,0.487939081042807,0.268535085604051,"Baseline"
49,0.344983246630876,0.220536527611216,0.480582453596323,0.261283216783217,"Baseline"
50,0.340185214989394,0.213101912505635,0.473604119977443,0.255730380730381,"Baseline"
51,0.336340506488414,0.210103683931453,0.478285880582969,0.247242805271651,"Baseline"
52,0.333268926129752,0.200097491192958,0.468951092652478,0.241815996503496,"Baseline"
53,0.330826769091198,0.192942648845986,0.468501322650727,0.237011988011988,"Baseline"
54,0.328904298032626,0.198693894278303,0.47771406060421,0.23216047110784,"Baseline"
55,0.327423145398126,0.196758117168832,0.480020824719956,0.229898403483309,"Baseline"
56,0.32633355418291,0.181658224236007,0.46959780955963,0.227297934623516,"Baseline"
57,0.325610915371598,0.180219218753287,0.469929605269947,0.225327025915261,"Baseline"
58,0.325251129726645,0.185179925802039,0.477821784030307,0.2229995004995,"Baseline"
59,0.325264790773047,0.185265616904338,0.479271194423327,0.221908679555739,"Baseline"
60,0.325670693867064,0.182977333026076,0.480030490095998,0.221097902097902,"Baseline"
61,0.326489476053193,0.188544990390311,0.49126526404506,0.220174825174825,"Baseline"
62,0.32773820392513,0.181040097791552,0.490426175422272,0.218855355171145,"Baseline"
63,0.329426477081918,0.178124801636271,0.493454088697896,0.217207792207792,"Baseline"
64,0.3315542144687,0.17746925404013,0.501096432896848,0.216116191500807,"Baseline"
65,0.334110904520071,0.172335692047733,0.502796607542943,0.215769230769231,"Baseline"
66,0.337075871848142,0.170944722571236,0.512819384860962,0.214712210866057,"Baseline"
67,0.340419120915427,0.17437366795891,0.532314469822652,0.213933566433567,"Baseline"
68,0.344102537897127,0.158183295929429,0.532293823053137,0.213415646853147,"Baseline"
69,0.348081500002813,0.158960326402034,0.54961571744041,0.212872512103281,"Baseline"
70,0.352307018474753,0.158758610756567,0.564797966860638,0.211818181818182,"Baseline"
71,0.356728347006143,0.154611293658971,0.582460002591407,0.211468531468532,"Baseline"
72,0.36129574198993,0.141922013827557,0.586165848092725,0.211468531468532,"Baseline"
73,0.365963067901169,0.135559644645001,0.597306922197165,0.211468531468532,"Baseline"
74,0.370690169371514,0.131251000455099,0.617289857688334,0.211468531468532,"Baseline"
75,0.375444969815709,0.12344900390416,0.627792513975165,0.211468531468531,"Baseline"
76,0.38020487297349,0.133078013050096,0.660099935476179,0.211363636363637,"Baseline"
77,0.3849566592919,0.127322266285085,0.670813521559245,0.211153846153846,"Baseline"
78,0.389694335644858,0.124395417913541,0.687092240924988,0.211153846153846,"Baseline"
79,0.394415354969142,0.111478477447324,0.700874281161171,0.211153846153846,"Baseline"
80,0.399116612096257,0.100022127152101,0.711703754166312,NA,"Baseline"
81,0.403791949766514,0.0941716050632908,0.736403153865823,0.210996503496504,"Baseline"
82,0.408432318934264,0.0750462324973875,0.751729701906877,0.210839160839161,"Baseline"
83,0.41302846176045,0.0831221035439424,0.788545584874087,0.210524475524476,"Baseline"
84,0.417574737015788,0.0881703013809402,0.829019600317278,0.210367132867133,"Baseline"
85,0.422072410925428,0.0573381977086621,0.822806635377356,0.209895104895105,"Baseline"
86,0.426531693623552,0.057128095426299,0.847266368541604,NA,"Baseline"
87,0.430973104348398,0.045013439830484,0.862421929372149,0.209895104895105,"Baseline"
88,0.435429047016497,0.0442943644814544,0.89984502072586,NA,"Baseline"
89,0.439945485357397,0.0362626265733588,0.92906872850251,0.209895104895105,"Baseline"
90,0.444582476399844,0.022026800697656,0.9529349495854,0.20958041958042,"Baseline"
91,0.449412377542712,0.0318810926473423,1.00370996800082,0.20958041958042,"Baseline"
92,0.454515890328231,0.0197476980580296,1.02243375954298,NA,"Baseline"
93,0.459977631124812,0.0182522155760139,1.05506212079141,0.20958041958042,"Baseline"
94,0.465883450923978,0.0165556473405333,1.09828430381159,NA,"Baseline"
95,0.472320966250706,0.00622408323290407,1.14688023355571,0.20958041958042,"Baseline"
96,0.479383301890722,0.00556813408191328,1.20720307083193,NA,"Baseline"
97,0.487174727533469,0.00645902812101062,1.25387238432144,NA,"Baseline"
98,0.495816110716989,0.00473136397462518,1.31532733057077,NA,"Baseline"
99,0.50544785466165,0.0044773058625875,1.35504460606087,NA,"Baseline"
100,0.51622839255483,0.00425580330897741,1.41032788093676,NA,"Baseline"
101,0.528327899032242,0.00417766936266995,1.47062693014367,NA,"Baseline"
102,0.541919476115578,0.00409805681529375,1.54349666043306,NA,"Baseline"
103,0.557172091452359,0.00280093951376264,1.62686205090467,NA,"Baseline"
104,0.574249301373032,0.00248215259768877,1.72466304626945,NA,"Baseline"
105,0.593315180963904,4.05323603504779e-05,1.82630227031486,NA,"Baseline"
0,NA,NA,NA,3.14653846153846,"Baseline"
2,NA,NA,NA,3.14622377622378,"Baseline"
3,NA,NA,NA,3.14575174825175,"Baseline"
4,NA,NA,NA,3.14527972027972,"Baseline"
5,NA,NA,NA,3.14407342657343,"Baseline"
6,NA,NA,NA,3.1431555944056,"Baseline"
7,NA,NA,NA,3.14166083916084,"Baseline"
8,2.56816284005577,1.31438369322318,3.80499863577862,3.13841958041958,"Sampling"
9,2.53380359214928,1.41696033288928,3.71395043351311,3.13531468531469,"Sampling"
10,2.50382943444446,1.44736163855597,3.60493718365796,3.12868469765529,"Sampling"
11,2.47784970301928,1.46803849079685,3.53855090649369,3.11994005994006,"Sampling"
12,2.45552696284561,1.49184645677627,3.51059497675421,3.10972633136095,"Sampling"
13,2.43655477192075,1.45500159599425,3.47468023093936,3.09284885568976,"Sampling"
14,2.42064110522121,1.39755293912614,3.4108150623002,3.0726948661095,"Sampling"
15,2.40749618362184,1.37686069192603,3.36888737927926,3.04802329026905,"Sampling"
16,2.39681977944714,1.40587515628735,3.38268367498251,3.0161740182894,"Sampling"
17,2.38828338530348,1.44733723777998,3.40712366799262,2.97287832167832,"Sampling"
18,2.38150551733327,1.40007433549163,3.3310013800873,2.912653360874,"Sampling"
19,2.37602146726967,1.40115397024604,3.29427779199372,2.83071947283486,"Sampling"
20,2.37125095168403,1.44167625366457,3.29736261960622,2.72489932708801,"Sampling"
21,2.366468697034,1.46043512918264,3.26897218059994,2.60068466696254,"Sampling"
22,2.36078431443157,1.47203692816444,3.25973694293117,2.46361480984769,"Sampling"
23,2.35313822635436,1.42117481296381,3.19539633296544,2.3025206727579,"Sampling"
24,2.34231923379476,1.45663954333275,3.19322130650527,2.11477910190246,"Sampling"
25,2.32700691102981,1.39821821813329,3.12836936577244,1.91555101857669,"Sampling"
26,2.30583907052426,1.45211707051799,3.1480207921306,1.70578078443296,"Sampling"
27,2.27750070356468,1.4112371220909,3.09641699661734,1.50559813972435,"Sampling"
28,2.24082566646979,1.4745138774891,3.1517781823612,1.3196973518285,"Sampling"
29,2.19489766443234,1.37805961362705,3.04815391977754,1.1388176013176,"Sampling"
30,2.13913609742137,1.35991188007913,3.02123527675863,0.979760960193653,"Sampling"
31,2.07335690685103,1.27927332848988,2.92050346912261,0.836866136959016,"Sampling"
32,1.99780667679868,1.22940612301676,2.82778673767718,0.718571279756513,"Sampling"
33,1.91317444261027,1.16914320344212,2.72258350127735,0.623668862258074,"Sampling"
34,1.82058481824167,1.11093978098987,2.60344420834444,0.543685888244248,"Sampling"
35,1.72156831087897,1.02460895018058,2.42936007023483,0.481666162557166,"Sampling"
36,1.61799677793516,0.958783076932316,2.28054664327495,0.426494195459713,"Sampling"
37,1.51197283358208,0.959914903372452,2.19937856414339,0.382908140517201,"Sampling"
38,1.40567564866371,0.871253468226723,2.00525978792385,0.348979807175073,"Sampling"
39,1.30118616941255,0.805613362297911,1.84347793943125,0.322139557481243,"Sampling"
40,1.20032875788607,0.745958291552681,1.70635756518299,0.300742460664336,"Sampling"
41,1.10456277405082,0.66816870136315,1.55349381476,0.281113360323887,"Sampling"
42,1.01493846665638,0.61780061009408,1.43050538991775,0.263620906532492,"Sampling"
43,0.932109481532938,0.565029458083548,1.32780508894126,0.247529708054184,"Sampling"
44,0.856381638129736,0.509912187106861,1.22100285896321,0.236682047460736,"Sampling"
45,0.787777435635519,0.450255269734819,1.11977865749061,0.226677317897414,"Sampling"
46,0.726102701542632,0.42821675734469,1.05614461062761,0.21700666520979,"Sampling"
47,0.671008862663271,0.384032331257659,0.98289697037658,0.209202464202464,"Sampling"
48,0.622048060871314,0.353949979705751,0.917004373705828,0.201783889187735,"Sampling"
49,0.578719372172398,0.315344444851548,0.84702329760486,0.194019773330118,"Sampling"
