t,R,S,I,sample
10.70162903906707,79.0,19648.0,273.0,6.0
10.705509799329416,79.0,19647.0,274.0,6.0
10.706419960451539,80.0,19647.0,273.0,6.0
10.708431006960842,80.0,19646.0,274.0,6.0
10.709821435915673,80.0,19645.0,275.0,6.0
10.714184157893014,80.0,19644.0,276.0,6.0
10.716227764716365,81.0,19644.0,275.0,6.0
10.721085064650435,81.0,19643.0,276.0,6.0
10.726386762413656,81.0,19642.0,277.0,6.0
10.738529495494962,81.0,19641.0,278.0,6.0
10.749199858127795,81.0,19640.0,279.0,6.0
10.75048278810641,81.0,19639.0,280.0,6.0
10.755000237613183,81.0,19638.0,281.0,6.0
10.758933319751726,81.0,19637.0,282.0,6.0
10.761061616004588,81.0,19636.0,283.0,6.0
10.764175059848476,81.0,19635.0,284.0,6.0
10.777214636570205,81.0,19634.0,285.0,6.0
10.781127509618464,81.0,19633.0,286.0,6.0
10.788275323705747,81.0,19632.0,287.0,6.0
10.792930078473496,81.0,19631.0,288.0,6.0
10.794897008228029,81.0,19630.0,289.0,6.0
10.79992389950773,82.0,19630.0,288.0,7.0
10.805714938645034,82.0,19629.0,289.0,7.0
10.80672615860386,82.0,19628.0,290.0,7.0
10.80917167984362,82.0,19627.0,291.0,7.0
10.81024599902439,82.0,19626.0,292.0,7.0
10.811914453555111,83.0,19626.0,291.0,7.0
10.813771480844187,84.0,19626.0,290.0,7.0
10.814701310387344,84.0,19625.0,291.0,7.0
10.819003599312019,84.0,19624.0,292.0,7.0
10.820669956110883,85.0,19624.0,291.0,7.0
10.828208368569522,85.0,19623.0,292.0,7.0
10.835315657625355,85.0,19622.0,293.0,7.0
10.837822200317756,85.0,19621.0,294.0,7.0
10.853754784230095,85.0,19620.0,295.0,7.0
10.861737264043748,85.0,19619.0,296.0,7.0
10.862622700252777,85.0,19618.0,297.0,7.0
10.875273028279855,85.0,19617.0,298.0,7.0
10.876207959108761,85.0,19616.0,299.0,7.0
10.87695030489169,86.0,19616.0,298.0,7.0
10.877994650430232,87.0,19616.0,297.0,7.0
10.878734569827863,88.0,19616.0,296.0,7.0
10.883268719612941,88.0,19615.0,297.0,7.0
10.884154160844597,88.0,19614.0,298.0,7.0
10.88573273512254,89.0,19614.0,297.0,7.0
10.886793360460752,89.0,19613.0,298.0,7.0
10.894316172245922,89.0,19612.0,299.0,7.0
10.895142321456218,89.0,19611.0,300.0,7.0
10.900227448860209,90.0,19611.0,299.0,7.0
10.91234386296941,90.0,19610.0,300.0,7.0
10.912976157479934,91.0,19610.0,299.0,7.0
10.914193587584082,92.0,19610.0,298.0,7.0
10.916627844936396,92.0,19609.0,299.0,7.0
10.926841902285123,92.0,19608.0,300.0,7.0
10.929640660905147,92.0,19607.0,301.0,7.0
10.936122656672675,93.0,19607.0,300.0,7.0
10.936577209991116,93.0,19606.0,301.0,7.0
10.941523326906635,93.0,19605.0,302.0,7.0
10.943502496303516,93.0,19604.0,303.0,7.0
10.944198426159444,94.0,19604.0,302.0,7.0
10.946616723625942,94.0,19603.0,303.0,7.0
10.950594227734518,95.0,19603.0,302.0,7.0
10.95069689021926,96.0,19603.0,301.0,7.0
10.958338537365073,96.0,19602.0,302.0,7.0
10.959742742462021,97.0,19602.0,301.0,7.0
10.974863736905514,98.0,19602.0,300.0,7.0
10.97509508521243,99.0,19602.0,299.0,7.0
10.994881476359556,100.0,19602.0,298.0,8.0
11.000670403193553,100.0,19601.0,299.0,8.0
11.002559827479866,100.0,19600.0,300.0,8.0
11.002964009819658,101.0,19600.0,299.0,8.0
11.0156338895512,101.0,19599.0,300.0,8.0
11.022855211756621,101.0,19598.0,301.0,8.0
11.029998244237275,102.0,19598.0,300.0,8.0
11.03039226922276,102.0,19597.0,301.0,8.0
11.030720661231326,102.0,19596.0,302.0,8.0
11.032607822047682,102.0,19595.0,303.0,8.0
11.034451738780525,102.0,19594.0,304.0,8.0
11.044242106775856,103.0,19594.0,303.0,8.0
11.047170010663619,104.0,19594.0,302.0,8.0
11.056062894782729,104.0,19593.0,303.0,8.0
11.05854626674097,105.0,19593.0,302.0,8.0
11.05877762339758,105.0,19592.0,303.0,8.0
11.069562551044186,106.0,19592.0,302.0,8.0
11.073606715333701,106.0,19591.0,303.0,8.0
11.089799232717864,106.0,19590.0,304.0,8.0
11.101240473020242,107.0,19590.0,303.0,8.0
11.103726959218656,107.0,19589.0,304.0,8.0
11.104428753458821,107.0,19588.0,305.0,8.0
11.108718619003799,107.0,19587.0,306.0,8.0
11.113134629344849,107.0,19586.0,307.0,8.0
11.1137657206214,107.0,19585.0,308.0,8.0
11.121154222035228,107.0,19584.0,309.0,8.0
11.126741411272564,108.0,19584.0,308.0,8.0
11.129880009750606,108.0,19583.0,309.0,8.0
11.136372639841246,108.0,19582.0,310.0,8.0
11.148239656940783,108.0,19581.0,311.0,8.0
11.150104335921846,108.0,19580.0,312.0,8.0
11.156984660608527,108.0,19579.0,313.0,8.0
11.165844400883332,108.0,19578.0,314.0,8.0
11.169325266073233,109.0,19578.0,313.0,8.0
11.171915077825956,109.0,19577.0,314.0,8.0
11.173271256869866,109.0,19576.0,315.0,8.0
11.183396526583875,110.0,19576.0,314.0,9.0
11.185831426977888,110.0,19575.0,315.0,9.0
11.186183789479353,110.0,19574.0,316.0,9.0
11.199948844931143,111.0,19574.0,315.0,9.0
11.202957564095792,112.0,19574.0,314.0,9.0
11.203812972367455,113.0,19574.0,313.0,9.0
11.205699609310182,113.0,19573.0,314.0,9.0
11.206577813743044,113.0,19572.0,315.0,9.0
11.215388300496222,113.0,19571.0,316.0,9.0
11.217652001516454,113.0,19570.0,317.0,9.0
11.217978740664615,113.0,19569.0,318.0,9.0
11.221618701060013,113.0,19568.0,319.0,9.0
11.22414287667609,113.0,19567.0,320.0,9.0
11.227200245707127,113.0,19566.0,321.0,9.0
11.229985533922381,114.0,19566.0,320.0,9.0
11.231972640497187,114.0,19565.0,321.0,9.0
11.237278030539175,114.0,19564.0,322.0,9.0
11.239730525736245,114.0,19563.0,323.0,9.0
11.24598550462673,114.0,19562.0,324.0,9.0
11.24985581532143,114.0,19561.0,325.0,9.0
11.25585834345504,114.0,19560.0,326.0,9.0
11.256515761265558,114.0,19559.0,327.0,9.0
11.264304328977438,114.0,19558.0,328.0,9.0
