"gamma","psi_distribs_0","psi_changetime_0","psi_distribs_1","psi_changetime_1","psi_distribs_2","psi_changetime_2","psi_distribs_3","psi_changetime_3","psi_distribs_4","psi_changetime_4","psi_distribs_5","psi_changetime_5","psi_distribs_6","psi_changetime_6","psi_distribs_7","psi_changetime_7","psi_distribs_8","psi_changetime_8","psi_distribs_9","psi_changetime_9","psi_distribs_10","phi_distribs_0","phi_changetime_0","phi_distribs_1","phi_changetime_1","phi_distribs_2","initialBeta","betaJitter","X"
0.1,0,70,0.0165483621211679,98,0.00498755634719189,112,0.0178665394776173,126,0.00532410868314808,140,0.0156177059937899,154,0.00608918593066426,280,0.0154219237103556,336,0.0218996717985024,406,0.0114904158911953,438,0.0245443648187913,0,54,0.0632173467684911,350,0.0296327951879511,0.123006520861891,0.00134774063515327,NA
0.1,0,70,0.0165483621211679,98,0.00498755634719189,112,0.0178665394776173,126,0.00532410868314808,140,0.0156177059937899,154,0.00608918593066426,280,0.0154219237103556,336,0.0218996717985024,406,0.0114904158911953,438,0.0245443648187913,0,54,0.0632173467684911,350,0.0296327951879511,0.123006520861891,0.00134774063515327,NA
0.1,0,70,0.0165483621211679,98,0.00498755634719189,112,0.0178665394776173,126,0.00532410868314808,140,0.0156177059937899,154,0.00608918593066426,280,0.0154219237103556,336,0.0218996717985024,406,0.0114904158911953,438,0.0245443648187913,0,54,0.0632173467684911,350,0.0296327951879511,0.123006520861891,0.00134774063515327,NA
0.1,0,70,0.0165483621211679,98,0.00498755634719189,112,0.0178665394776173,126,0.00532410868314808,140,0.0156177059937899,154,0.00608918593066426,280,0.0154219237103556,336,0.0218996717985024,406,0.0114904158911953,438,0.0245443648187913,0,54,0.0632173467684911,350,0.0296327951879511,0.123006520861891,0.00134774063515327,NA
0.1,0,70,0.0165483621211679,98,0.00498755634719189,112,0.0178665394776173,126,0.00532410868314808,140,0.0156177059937899,154,0.00608918593066426,280,0.0154219237103556,336,0.0218996717985024,406,0.0114904158911953,438,0.0245443648187913,0,54,0.0632173467684911,350,0.0296327951879511,0.123006520861891,0.00134774063515327,NA
0.1,0,70,0.0165483621211679,98,0.00498755634719189,112,0.0178665394776173,126,0.00532410868314808,140,0.0156177059937899,154,0.00608918593066426,280,0.0154219237103556,336,0.0218996717985024,406,0.0114904158911953,438,0.0245443648187913,0,54,0.0632173467684911,350,0.0296327951879511,0.123006520861891,0.00134774063515327,NA
0.1,0,70,0.0165483621211679,98,0.00498755634719189,112,0.0178665394776173,126,0.00532410868314808,140,0.0156177059937899,154,0.00608918593066426,280,0.0154219237103556,336,0.0218996717985024,406,0.0114904158911953,438,0.0245443648187913,0,54,0.0632173467684911,350,0.0296327951879511,0.123006520861891,0.00134774063515327,NA
0.1,0,70,0.0165483621211679,98,0.00498755634719189,112,0.0178665394776173,126,0.00532410868314808,140,0.0156177059937899,154,0.00608918593066426,280,0.0154219237103556,336,0.0218996717985024,406,0.0114904158911953,438,0.0245443648187913,0,54,0.0632173467684911,350,0.0296327951879511,0.123006520861891,0.00134774063515327,NA
0.1,0,70,0.0165483621211679,98,0.00498755634719189,112,0.0178665394776173,126,0.00532410868314808,140,0.0156177059937899,154,0.00608918593066426,280,0.0154219237103556,336,0.0218996717985024,406,0.0114904158911953,438,0.0245443648187913,0,54,0.0632173467684911,350,0.0296327951879511,0.123006520861891,0.00134774063515327,NA
0.1,0,70,0.0165483621211679,98,0.00498755634719189,112,0.0178665394776173,126,0.00532410868314808,140,0.0156177059937899,154,0.00608918593066426,280,0.0154219237103556,336,0.0218996717985024,406,0.0114904158911953,438,0.0245443648187913,0,54,0.0632173467684911,350,0.0296327951879511,0.123006520861891,0.00134774063515327,NA
