t,R,S,I,sample
15.319221222454797,87.0,19693.0,220.0,12.0
15.340699118924643,88.0,19693.0,219.0,12.0
15.347518510933414,89.0,19693.0,218.0,12.0
15.349187216719688,89.0,19692.0,219.0,12.0
15.349761014329092,89.0,19691.0,220.0,12.0
15.356165893678037,89.0,19690.0,221.0,12.0
15.35779310552815,89.0,19689.0,222.0,12.0
15.36148411895033,89.0,19688.0,223.0,12.0
15.365825018470849,89.0,19687.0,224.0,12.0
15.384202849192574,89.0,19686.0,225.0,12.0
15.384926503412656,89.0,19685.0,226.0,12.0
15.389130933519565,90.0,19685.0,225.0,12.0
15.394828114315247,90.0,19684.0,226.0,12.0
15.398583948598949,90.0,19683.0,227.0,12.0
15.40255071911002,90.0,19682.0,228.0,12.0
15.40401221959252,90.0,19681.0,229.0,12.0
15.416414254110425,91.0,19681.0,228.0,13.0
15.424890317878145,91.0,19680.0,229.0,13.0
15.433588100567341,91.0,19679.0,230.0,13.0
15.44865999400971,91.0,19678.0,231.0,13.0
15.450976264031365,91.0,19677.0,232.0,13.0
15.45674222673528,91.0,19676.0,233.0,13.0
15.461113841532722,91.0,19675.0,234.0,13.0
15.464614935133719,91.0,19674.0,235.0,13.0
15.470381073575057,92.0,19674.0,234.0,13.0
15.471916489505189,92.0,19673.0,235.0,13.0
15.48537256677693,93.0,19673.0,234.0,13.0
15.493723590725192,93.0,19672.0,235.0,13.0
15.500197035782076,93.0,19671.0,236.0,13.0
15.516001307316536,94.0,19671.0,235.0,13.0
15.523429818347953,94.0,19670.0,236.0,13.0
15.534393653241906,95.0,19670.0,235.0,13.0
15.535426951693529,95.0,19669.0,236.0,13.0
15.540020284531511,96.0,19669.0,235.0,13.0
15.549873771359723,97.0,19669.0,234.0,13.0
15.562243807322655,97.0,19668.0,235.0,13.0
15.56447707469967,97.0,19667.0,236.0,13.0
15.56556530749373,98.0,19667.0,235.0,14.0
15.568512533183343,98.0,19666.0,236.0,14.0
15.569071779393846,98.0,19665.0,237.0,14.0
15.581297419946216,98.0,19664.0,238.0,14.0
15.581462316011322,98.0,19663.0,239.0,14.0
15.587516567724792,98.0,19662.0,240.0,14.0
15.588431002380153,98.0,19661.0,241.0,14.0
15.588494213662013,98.0,19660.0,242.0,14.0
15.589361933039703,98.0,19659.0,243.0,14.0
15.602810218976238,98.0,19658.0,244.0,14.0
15.603081212961444,98.0,19657.0,245.0,14.0
15.604036179180724,98.0,19656.0,246.0,14.0
15.611997145849008,98.0,19655.0,247.0,14.0
15.614350239829097,98.0,19654.0,248.0,14.0
15.615839877000294,99.0,19654.0,247.0,14.0
15.622621216921665,99.0,19653.0,248.0,14.0
15.62380072699331,100.0,19653.0,247.0,14.0
15.62674435589526,100.0,19652.0,248.0,14.0
15.629023285767286,100.0,19651.0,249.0,14.0
15.631610442448457,100.0,19650.0,250.0,14.0
15.63205742046707,100.0,19649.0,251.0,14.0
15.638224566392319,100.0,19648.0,252.0,14.0
15.639795018149126,100.0,19647.0,253.0,14.0
15.6400739275941,100.0,19646.0,254.0,14.0
15.644584888937112,100.0,19645.0,255.0,14.0
15.646492316146004,100.0,19644.0,256.0,14.0
15.656499522057794,100.0,19643.0,257.0,14.0
15.657517833763889,100.0,19642.0,258.0,14.0
15.660504159940793,100.0,19641.0,259.0,14.0
15.66361549608399,100.0,19640.0,260.0,14.0
15.665352670005692,100.0,19639.0,261.0,14.0
15.667635670332023,100.0,19638.0,262.0,14.0
15.668089365367901,100.0,19637.0,263.0,14.0
